,i,domain,model,spearmanr,pval
37641,836,MusicalInstruments,GPT-3 Embeddings,0.1861165934736509,5.702211246991105e-05
37642,836,MusicalInstruments,GPT-3.5,0.6649068971897903,2.845361757022524e-60
37643,836,MusicalInstruments,GPT-4,0.7234120997150346,5.025968275088082e-76
37644,836,Professions,GPT-3 Embeddings,0.42545834119748094,3.1206293918463547e-32
37645,836,Professions,GPT-3.5,0.6240136652605128,5.008250898396596e-77
37646,836,Professions,GPT-4,0.6873934641049229,2.608485244424897e-99
37647,836,Reptiles,GPT-3 Embeddings,0.5497898077535661,2.332402086789091e-20
37648,836,Reptiles,GPT-3.5,0.5535224722438472,1.1455005940212507e-20
37649,836,Reptiles,GPT-4,0.5166367871832699,8.884644941813375e-18
37650,836,Sports,GPT-3 Embeddings,0.27378933591188415,8.89990110674137e-12
37651,836,Sports,GPT-3.5,0.564329491468493,9.392299503242746e-52
37652,836,Sports,GPT-4,0.7087808500715174,1.089343918309583e-92
37653,836,Tools,GPT-3 Embeddings,0.2257258737303773,2.9732496123135095e-06
37654,836,Tools,GPT-3.5,0.5163768824022159,5.3210293689482685e-30
37655,836,Tools,GPT-4,0.7264727258591119,4.250769795458966e-70
37656,836,Vegetables,GPT-3 Embeddings,0.1796335269396385,9.555762652420348e-06
37657,836,Vegetables,GPT-3.5,0.46186941381395535,4.890349244006371e-33
37658,836,Vegetables,GPT-4,0.5191372493683545,1.0423461492401512e-42
37659,836,Vehicles,GPT-3 Embeddings,0.49470729737516217,2.0516000048314568e-35
37660,836,Vehicles,GPT-3.5,0.8275312718266322,5.2673169415737985e-140
37661,836,Vehicles,GPT-4,0.8503988449102684,1.6096047755374546e-155
37662,836,Weapons,GPT-3 Embeddings,0.4047096527273032,3.832563516990068e-12
37663,836,Weapons,GPT-3.5,0.7893361904679201,3.8520066884796e-59
37664,836,Weapons,GPT-4,0.8948768720288443,1.3689826855712187e-96
37665,837,Birds,GPT-3 Embeddings,0.23957037429569641,1.2046397553867062e-08
37666,837,Birds,GPT-3.5,0.5655563627531756,5.533743683014521e-48
37667,837,Birds,GPT-4,0.6232149097928221,1.0348313675719607e-60
37668,837,Clothing,GPT-3 Embeddings,0.25846298929268047,5.283885115199571e-13
37669,837,Clothing,GPT-3.5,0.5813405449403516,1.484911213919383e-69
37670,837,Clothing,GPT-4,0.637946891231963,1.2754790789887806e-87
37671,837,Fish,GPT-3 Embeddings,-0.15607828678304592,0.0007617269428770771
37672,837,Fish,GPT-3.5,0.5780168572867391,1.5491057072824984e-42
37673,837,Fish,GPT-4,0.7381097026253427,2.2046519233981056e-65
37674,837,Fruit,GPT-3 Embeddings,0.30806461056842604,4.3961160718458536e-18
37675,837,Fruit,GPT-3.5,0.546592413847447,4.1217791978082236e-60
37676,837,Fruit,GPT-4,0.6605932628204217,5.798341362926786e-96
37677,837,Insects,GPT-3 Embeddings,0.32081116536285276,1.115074731259904e-14
37678,837,Insects,GPT-3.5,0.5735449070486907,1.343774387177876e-49
37679,837,Insects,GPT-4,0.6450716902863388,2.8864257853326635e-66
37680,837,KitchenUtensils,GPT-3 Embeddings,0.43021352795748835,6.491227714688944e-38
37681,837,KitchenUtensils,GPT-3.5,0.6368773641984505,1.383123092628105e-93
37682,837,KitchenUtensils,GPT-4,0.7530221439123498,2.1416219682663376e-149
37683,837,Mammals,GPT-3 Embeddings,0.5924708910297511,1.3205031683594277e-53
37684,837,Mammals,GPT-3.5,0.7417479850280024,1.75246289289484e-97
37685,837,Mammals,GPT-4,0.7658683899818719,1.4518106454457706e-107
37686,837,MusicalInstruments,GPT-3 Embeddings,0.2842127881567805,4.936108742321746e-10
37687,837,MusicalInstruments,GPT-3.5,0.664371337748312,3.8182527211297147e-60
37688,837,MusicalInstruments,GPT-4,0.7708537574796063,3.896405527950609e-92
37689,837,Professions,GPT-3 Embeddings,0.4303199697182112,5.190781570366157e-33
37690,837,Professions,GPT-3.5,0.6755326093707489,1.0285725907704419e-94
37691,837,Professions,GPT-4,0.7307250602980766,3.6588992333511116e-118
37692,837,Reptiles,GPT-3 Embeddings,0.5734978060269966,2.181463491987973e-22
37693,837,Reptiles,GPT-3.5,0.4525410043812073,1.6139578626536171e-13
37694,837,Reptiles,GPT-4,0.5073048987200923,4.222745136112796e-17
37695,837,Sports,GPT-3 Embeddings,0.2568708178290667,1.698719840177374e-10
37696,837,Sports,GPT-3.5,0.5981517890980013,1.7046925488935338e-59
37697,837,Sports,GPT-4,0.7102730939053703,3.037440891038984e-93
37698,837,Tools,GPT-3 Embeddings,0.2204678329674637,5.090528670505464e-06
37699,837,Tools,GPT-3.5,0.582106094113338,1.8498574482959788e-39
37700,837,Tools,GPT-4,0.7439802417338868,3.3887902914608774e-75
37701,837,Vegetables,GPT-3 Embeddings,0.17288289191323256,2.06244893472571e-05
37702,837,Vegetables,GPT-3.5,0.42823199887697594,3.7335855299690592e-28
37703,837,Vegetables,GPT-4,0.5052042947557663,3.4853260717707443e-40
37704,837,Vehicles,GPT-3 Embeddings,0.5641236540564956,1.0665308733275467e-47
37705,837,Vehicles,GPT-3.5,0.7607839332360332,2.433563080331036e-105
37706,837,Vehicles,GPT-4,0.8446323672391282,2.2590758484611902e-151
37707,837,Weapons,GPT-3 Embeddings,0.4038722941379412,4.283557430024519e-12
37708,837,Weapons,GPT-3.5,0.7652693601598197,1.4038561022440604e-53
37709,837,Weapons,GPT-4,0.9247644496271118,2.6769993231084678e-115
37710,838,Birds,GPT-3 Embeddings,0.2788539209827523,2.567188675546388e-11
37711,838,Birds,GPT-3.5,0.5139548279723668,1.533197121541154e-38
37712,838,Birds,GPT-4,0.625624367600293,2.6556486357119417e-61
37713,838,Clothing,GPT-3 Embeddings,0.3257319862398713,3.812624826034912e-20
37714,838,Clothing,GPT-3.5,0.5508508956703108,3.287814405464844e-61
37715,838,Clothing,GPT-4,0.6129692851424348,3.38679597199591e-79
37716,838,Fish,GPT-3 Embeddings,-0.10467144774233328,0.02445426449105386
37717,838,Fish,GPT-3.5,0.5956598445261199,1.0512051724547305e-45
37718,838,Fish,GPT-4,0.7409944182913126,3.8278124123542475e-66
37719,838,Fruit,GPT-3 Embeddings,0.2564033602433639,8.170482828964034e-13
37720,838,Fruit,GPT-3.5,0.5426509647151896,4.145204291692018e-59
37721,838,Fruit,GPT-4,0.6684589642190526,4.929925338090341e-99
37722,838,Insects,GPT-3 Embeddings,0.3035603080910056,3.132632701898938e-13
37723,838,Insects,GPT-3.5,0.5846025846547936,6.589302157388555e-52
37724,838,Insects,GPT-4,0.6733440712701545,3.657836375479237e-74
37725,838,KitchenUtensils,GPT-3 Embeddings,0.4766989891438067,2.6616892512602376e-47
37726,838,KitchenUtensils,GPT-3.5,0.5970467791662202,1.3879176882472772e-79
37727,838,KitchenUtensils,GPT-4,0.7169809201221313,4.538697387489723e-129
37728,838,Mammals,GPT-3 Embeddings,0.6428552116463154,1.1074651511736864e-65
37729,838,Mammals,GPT-3.5,0.6837416815131007,2.710618116100178e-77
37730,838,Mammals,GPT-4,0.7751634296227927,8.822729180364806e-112
37731,838,MusicalInstruments,GPT-3 Embeddings,0.20452066561058427,9.378880196804862e-06
37732,838,MusicalInstruments,GPT-3.5,0.6506977987002075,5.695353504990862e-57
37733,838,MusicalInstruments,GPT-4,0.7596727505431333,5.285001544472466e-88
37734,838,Professions,GPT-3 Embeddings,0.3512138831221443,8.286090321113475e-22
37735,838,Professions,GPT-3.5,0.6248024839829625,2.842611278776458e-77
37736,838,Professions,GPT-4,0.6782483608929125,9.529583041331938e-96
37737,838,Reptiles,GPT-3 Embeddings,0.5748589537497395,1.649038794501718e-22
37738,838,Reptiles,GPT-3.5,0.44564879794368245,4.1216374673042356e-13
37739,838,Reptiles,GPT-4,0.5985126786760823,1.0282539741959595e-24
37740,838,Sports,GPT-3 Embeddings,0.23680597890459476,4.301385178982171e-09
37741,838,Sports,GPT-3.5,0.5865242716834044,9.905539278529645e-57
37742,838,Sports,GPT-4,0.6909252102858402,2.5786625082504348e-86
37743,838,Tools,GPT-3 Embeddings,0.21501321371573343,8.77175421261196e-06
37744,838,Tools,GPT-3.5,0.5467133091458743,4.164309553763688e-34
37745,838,Tools,GPT-4,0.7397373490244805,6.3581421363888695e-74
37746,838,Vegetables,GPT-3 Embeddings,0.10148402666471557,0.012879611720114727
37747,838,Vegetables,GPT-3.5,0.34370250665998536,4.443628554887866e-18
37748,838,Vegetables,GPT-4,0.5571896120773199,3.1263819671062456e-50
37749,838,Vehicles,GPT-3 Embeddings,0.4368110777243876,4.0066343486600105e-27
37750,838,Vehicles,GPT-3.5,0.798522558447788,2.4715265098666583e-123
37751,838,Vehicles,GPT-4,0.8467637374082064,6.934795410424096e-153
37752,838,Weapons,GPT-3 Embeddings,0.3299128307649049,2.506657615813461e-08
37753,838,Weapons,GPT-3.5,0.6928263163520119,3.184445356345903e-40
37754,838,Weapons,GPT-4,0.8594576885443028,1.1808003404746205e-80
37755,839,Birds,GPT-3 Embeddings,0.23048561657825115,4.330398486878837e-08
37756,839,Birds,GPT-3.5,0.5177758515841889,3.474246697081057e-39
37757,839,Birds,GPT-4,0.6315660768807323,8.813351508493834e-63
37758,839,Clothing,GPT-3 Embeddings,0.2634832758642043,1.796869711032951e-13
37759,839,Clothing,GPT-3.5,0.5548045667086626,3.041456511113404e-62
37760,839,Clothing,GPT-4,0.6766582474532342,2.455572066581726e-102
37761,839,Fish,GPT-3 Embeddings,0.005930317965375107,0.8988429199491307
37762,839,Fish,GPT-3.5,0.5924302095648867,4.133492806008195e-45
37763,839,Fish,GPT-4,0.7210260387303626,4.452169865326074e-61
37764,839,Fruit,GPT-3 Embeddings,0.26215472883476976,2.3958298775088325e-13
37765,839,Fruit,GPT-3.5,0.49983983715781266,4.961611828895868e-49
37766,839,Fruit,GPT-4,0.7023082550052301,2.1255838920900582e-113
37767,839,Insects,GPT-3 Embeddings,0.34293849896912015,1.1161425927758386e-16
37768,839,Insects,GPT-3.5,0.575240599239283,6.023605773145299e-50
37769,839,Insects,GPT-4,0.5720902867279238,2.6646633710139106e-49
37770,839,KitchenUtensils,GPT-3 Embeddings,0.4825525278399521,1.3715128404617966e-48
37771,839,KitchenUtensils,GPT-3.5,0.5794613335225035,5.2605932679903805e-74
37772,839,KitchenUtensils,GPT-4,0.7519054652561189,1.0298531423995124e-148
37773,839,Mammals,GPT-3 Embeddings,0.6038102992979043,3.8882089061157415e-56
37774,839,Mammals,GPT-3.5,0.7700497542542972,1.9490634664520101e-109
37775,839,Mammals,GPT-4,0.7646744339376882,4.88986494661741e-107
37776,839,MusicalInstruments,GPT-3 Embeddings,0.16435685086642987,0.0003892036273326306
37777,839,MusicalInstruments,GPT-3.5,0.6100639507844355,1.9309733046902843e-48
37778,839,MusicalInstruments,GPT-4,0.7372360325974898,2.3420685789740415e-80
37779,839,Professions,GPT-3 Embeddings,0.4016436711802847,1.3532069639008855e-28
37780,839,Professions,GPT-3.5,0.5699509571633223,1.0316846148210746e-61
37781,839,Professions,GPT-4,0.6927389861078732,1.871147231026301e-101
37782,839,Reptiles,GPT-3 Embeddings,0.5368402196798236,2.56907529126704e-19
37783,839,Reptiles,GPT-3.5,0.5112944821291554,2.1813097238095237e-17
37784,839,Reptiles,GPT-4,0.42703905729187314,4.67416418667717e-12
37785,839,Sports,GPT-3 Embeddings,0.17546420830552784,1.542052030226405e-05
37786,839,Sports,GPT-3.5,0.6086893451669778,4.235987741111266e-62
37787,839,Sports,GPT-4,0.6921824565989679,9.502332118845445e-87
37788,839,Tools,GPT-3 Embeddings,0.14460358898324596,0.0029752271416714376
37789,839,Tools,GPT-3.5,0.5303550819804614,7.679732125685157e-32
37790,839,Tools,GPT-4,0.7069085720791927,7.5213434353500384e-65
37791,839,Vegetables,GPT-3 Embeddings,0.21303281363236456,1.3797587541614322e-07
37792,839,Vegetables,GPT-3.5,0.4532445513865175,9.856763639279955e-32
37793,839,Vegetables,GPT-4,0.5736969594125461,8.288644155831993e-54
37794,839,Vehicles,GPT-3 Embeddings,0.525727079855915,1.4882988715356774e-40
37795,839,Vehicles,GPT-3.5,0.827503609706163,5.482138896297434e-140
37796,839,Vehicles,GPT-4,0.8505402232839444,1.2672206611441127e-155
37797,839,Weapons,GPT-3 Embeddings,0.2952322816443331,7.136294047560593e-07
37798,839,Weapons,GPT-3.5,0.8115934966121807,5.647298648977358e-65
37799,839,Weapons,GPT-4,0.8673106778985311,8.795328601419747e-84
37800,840,Birds,GPT-3 Embeddings,0.28352445126560794,1.1532177958389004e-11
37801,840,Birds,GPT-3.5,0.5373982188112277,1.2520135618280973e-42
37802,840,Birds,GPT-4,0.6079823570609151,4.2927364498136576e-57
37803,840,Clothing,GPT-3 Embeddings,0.26199887087664475,2.477805074905807e-13
37804,840,Clothing,GPT-3.5,0.5071114771397983,1.211803588850053e-50
37805,840,Clothing,GPT-4,0.6619461484796353,1.7451119427764489e-96
37806,840,Fish,GPT-3 Embeddings,-0.037022331101990345,0.42726453323199143
37807,840,Fish,GPT-3.5,0.6265690289729267,9.396480621018084e-52
37808,840,Fish,GPT-4,0.7410313824125557,3.742324220322517e-66
37809,840,Fruit,GPT-3 Embeddings,0.17522043363002207,1.2512637195568835e-06
37810,840,Fruit,GPT-3.5,0.560253946965704,1.0845214780163921e-63
37811,840,Fruit,GPT-4,0.7015370888284884,4.757229117176501e-113
37812,840,Insects,GPT-3 Embeddings,0.31610858999645114,2.8287548873507682e-14
37813,840,Insects,GPT-3.5,0.6151057122674716,9.236203766767347e-59
37814,840,Insects,GPT-4,0.6262836484999784,1.8265785309307303e-61
37815,840,KitchenUtensils,GPT-3 Embeddings,0.4674085520005177,2.6229743759147616e-45
37816,840,KitchenUtensils,GPT-3.5,0.547361650134594,1.1804128385862893e-64
37817,840,KitchenUtensils,GPT-4,0.7425047817046949,4.105864714728449e-143
37818,840,Mammals,GPT-3 Embeddings,0.6380411929629001,1.9777215806938017e-64
37819,840,Mammals,GPT-3.5,0.7421902853937262,1.1721818093588633e-97
37820,840,Mammals,GPT-4,0.7668614135202213,5.258628803765641e-108
37821,840,MusicalInstruments,GPT-3 Embeddings,0.1364300239256328,0.0033006199493941977
37822,840,MusicalInstruments,GPT-3.5,0.6428610413611647,3.174219938049188e-55
37823,840,MusicalInstruments,GPT-4,0.7473408396544537,1.0616515242842087e-83
37824,840,Professions,GPT-3 Embeddings,0.4347448133986965,9.888103459770495e-34
37825,840,Professions,GPT-3.5,0.6038445676695864,5.714811823275366e-71
37826,840,Professions,GPT-4,0.7470561427222152,2.959672870734218e-126
37827,840,Reptiles,GPT-3 Embeddings,0.5932390385938315,3.3074921380409234e-24
37828,840,Reptiles,GPT-3.5,0.5079532013594144,3.795181740004106e-17
37829,840,Reptiles,GPT-4,0.5231233267107456,2.9222003393179332e-18
37830,840,Sports,GPT-3 Embeddings,0.27083322597359744,1.51255825751772e-11
37831,840,Sports,GPT-3.5,0.5870364927744588,7.524107098846069e-57
37832,840,Sports,GPT-4,0.7150503574853353,4.8176475040764454e-95
37833,840,Tools,GPT-3 Embeddings,0.18153831667940307,0.00018367931025181395
37834,840,Tools,GPT-3.5,0.5997516616080921,2.2139078410705877e-42
37835,840,Tools,GPT-4,0.7008443210622027,2.6051063724786625e-63
37836,840,Vegetables,GPT-3 Embeddings,0.22579875659533444,2.2478256517032792e-08
37837,840,Vegetables,GPT-3.5,0.45119269499241615,1.9888582499445576e-31
37838,840,Vegetables,GPT-4,0.5485619310011224,1.9320453298364572e-48
37839,840,Vehicles,GPT-3 Embeddings,0.49095690149331017,7.915471887098887e-35
37840,840,Vehicles,GPT-3.5,0.7894962084681306,1.0744370894029518e-118
37841,840,Vehicles,GPT-4,0.8466963901590449,7.748022704762174e-153
37842,840,Weapons,GPT-3 Embeddings,0.26187773021395894,1.2103718716916784e-05
37843,840,Weapons,GPT-3.5,0.7936389370845508,3.267946921741716e-60
37844,840,Weapons,GPT-4,0.8704888568042335,4.1782004130103156e-85
37845,841,Birds,GPT-3 Embeddings,0.26970660020788895,1.178603736904875e-10
37846,841,Birds,GPT-3.5,0.5374009755349176,1.250573649270922e-42
37847,841,Birds,GPT-4,0.5746383018640543,8.0142535827208e-50
37848,841,Clothing,GPT-3 Embeddings,0.2913256412212497,2.962401197861343e-16
37849,841,Clothing,GPT-3.5,0.5673602565015095,1.2774858247445269e-65
37850,841,Clothing,GPT-4,0.6626378945724121,9.4217413306128e-97
37851,841,Fish,GPT-3 Embeddings,-0.08779069870915536,0.05935972541996465
37852,841,Fish,GPT-3.5,0.6158437400565329,1.406055735196721e-49
37853,841,Fish,GPT-4,0.7235423623312909,1.0834803435695543e-61
37854,841,Fruit,GPT-3 Embeddings,0.25914989434190716,4.565090306639536e-13
37855,841,Fruit,GPT-3.5,0.5831315615215823,4.505847616493386e-70
37856,841,Fruit,GPT-4,0.6774384895534507,1.1756136378929852e-102
37857,841,Insects,GPT-3 Embeddings,0.29882237788930144,7.539824124693614e-13
37858,841,Insects,GPT-3.5,0.579340263049848,8.490114268260666e-51
37859,841,Insects,GPT-4,0.613213312720925,2.585624660713041e-58
37860,841,KitchenUtensils,GPT-3 Embeddings,0.43703708390260715,3.339278834688077e-39
37861,841,KitchenUtensils,GPT-3.5,0.6402972992974459,6.938318074231167e-95
37862,841,KitchenUtensils,GPT-4,0.7707284508670763,1.00846373265613e-160
37863,841,Mammals,GPT-3 Embeddings,0.5967956579862768,1.4700233932261252e-54
37864,841,Mammals,GPT-3.5,0.7316136914744371,1.4116440948192443e-93
37865,841,Mammals,GPT-4,0.7589004692539283,1.5708955271265554e-104
37866,841,MusicalInstruments,GPT-3 Embeddings,0.21717603126078389,2.456247831544616e-06
37867,841,MusicalInstruments,GPT-3.5,0.6471110972085563,3.6396266695166216e-56
37868,841,MusicalInstruments,GPT-4,0.7514006821666472,4.3389479627217e-85
37869,841,Professions,GPT-3 Embeddings,0.3775917662645972,3.289446854353466e-25
37870,841,Professions,GPT-3.5,0.650045722739478,1.5595536234465545e-85
37871,841,Professions,GPT-4,0.6835710298645813,8.345231967077022e-98
37872,841,Reptiles,GPT-3 Embeddings,0.5801450792441927,5.49427863004669e-23
37873,841,Reptiles,GPT-3.5,0.4827085778378539,2.060069740923519e-15
37874,841,Reptiles,GPT-4,0.5183997956075623,6.5826510843002645e-18
37875,841,Sports,GPT-3 Embeddings,0.29094260149379425,3.605840214851616e-13
37876,841,Sports,GPT-3.5,0.5633153552354655,1.55329041607113e-51
37877,841,Sports,GPT-4,0.707934085352717,2.240475186428878e-92
37878,841,Tools,GPT-3 Embeddings,0.1732986463517524,0.0003596977415724481
37879,841,Tools,GPT-3.5,0.5518210610660437,7.695169899218315e-35
37880,841,Tools,GPT-4,0.7072373345437665,6.190197478434147e-65
37881,841,Vegetables,GPT-3 Embeddings,0.17895265417097525,1.0340284854510979e-05
37882,841,Vegetables,GPT-3.5,0.43880454151822545,1.246869343899351e-29
37883,841,Vegetables,GPT-4,0.5503237497471783,8.404696690622992e-49
37884,841,Vehicles,GPT-3 Embeddings,0.5671459291213357,2.6621509511198115e-48
37885,841,Vehicles,GPT-3.5,0.8118667406043335,1.2145757428307476e-130
37886,841,Vehicles,GPT-4,0.8245968642240283,3.5166275747796367e-138
37887,841,Weapons,GPT-3 Embeddings,0.34204342147461186,7.007637672024586e-09
37888,841,Weapons,GPT-3.5,0.7541009286330443,3.211972600568656e-51
37889,841,Weapons,GPT-4,0.8942186626369869,3.035990078970561e-96
37890,842,Birds,GPT-3 Embeddings,0.1783115866472655,2.5123011802812332e-05
37891,842,Birds,GPT-3.5,0.5424541170124293,1.4901515934156477e-43
37892,842,Birds,GPT-4,0.5849417192258055,5.579604880117179e-52
37893,842,Clothing,GPT-3 Embeddings,0.3364813482370107,1.813037823573257e-21
37894,842,Clothing,GPT-3.5,0.5620973257303271,3.462323518528228e-64
37895,842,Clothing,GPT-4,0.6499097923120928,6.1350323685765494e-92
37896,842,Fish,GPT-3 Embeddings,-0.12297755095794309,0.008140341179231606
37897,842,Fish,GPT-3.5,0.5611699365374982,1.0987935352587202e-39
37898,842,Fish,GPT-4,0.7368930215248675,4.581843086166699e-65
37899,842,Fruit,GPT-3 Embeddings,0.2832889506954352,2.0303653378790926e-15
37900,842,Fruit,GPT-3.5,0.5319206619831275,1.906932754288555e-56
37901,842,Fruit,GPT-4,0.6784160982662509,4.656474057893533e-103
37902,842,Insects,GPT-3 Embeddings,0.3608685042045387,2.0223783046098826e-18
37903,842,Insects,GPT-3.5,0.6123795501148087,4.060493635476069e-58
37904,842,Insects,GPT-4,0.6496391411432273,1.7440756739369644e-67
37905,842,KitchenUtensils,GPT-3 Embeddings,0.5038193473592192,1.7462460408513974e-53
37906,842,KitchenUtensils,GPT-3.5,0.5913611887696753,9.629711593374962e-78
37907,842,KitchenUtensils,GPT-4,0.758266102274392,1.1976265305523045e-152
37908,842,Mammals,GPT-3 Embeddings,0.6303610787177555,1.7688758165475823e-62
37909,842,Mammals,GPT-3.5,0.7415353251417951,2.125669156136354e-97
37910,842,Mammals,GPT-4,0.7467456627882549,1.7744842275810503e-99
37911,842,MusicalInstruments,GPT-3 Embeddings,0.21698707254615865,2.5073863071186006e-06
37912,842,MusicalInstruments,GPT-3.5,0.6492659730598053,1.1978434184431792e-56
37913,842,MusicalInstruments,GPT-4,0.727011982872332,3.971038336800079e-77
37914,842,Professions,GPT-3 Embeddings,0.4487764157233128,4.365076086119307e-36
37915,842,Professions,GPT-3.5,0.6204830064638719,6.194712503454561e-76
37916,842,Professions,GPT-4,0.690698894182209,1.2473292704551085e-100
37917,842,Reptiles,GPT-3 Embeddings,0.5318487520874253,6.303479821765736e-19
37918,842,Reptiles,GPT-3.5,0.5338118251234972,4.436548554183559e-19
37919,842,Reptiles,GPT-4,0.5256838117699975,1.8716281436395275e-18
37920,842,Sports,GPT-3 Embeddings,0.27838396842780305,3.853150095312261e-12
37921,842,Sports,GPT-3.5,0.6181610760830469,1.587910344801934e-64
37922,842,Sports,GPT-4,0.6351831688204082,4.228500578399289e-69
37923,842,Tools,GPT-3 Embeddings,0.07011647168501231,0.1514457521473765
37924,842,Tools,GPT-3.5,0.5531242265903323,4.97843068065399e-35
37925,842,Tools,GPT-4,0.7464556047805788,5.963309243333338e-76
37926,842,Vegetables,GPT-3 Embeddings,0.156953972431347,0.00011315238946480098
37927,842,Vegetables,GPT-3.5,0.43056388704399023,1.7822661858344268e-28
37928,842,Vegetables,GPT-4,0.5243979108419827,1.0817989161175803e-43
37929,842,Vehicles,GPT-3 Embeddings,0.5064815161757239,2.6499329458050872e-37
37930,842,Vehicles,GPT-3.5,0.8069678183761144,6.82059661390097e-128
37931,842,Vehicles,GPT-4,0.8517169237986066,1.7146245829330364e-156
37932,842,Weapons,GPT-3 Embeddings,0.3373608424659701,1.1536591945953094e-08
37933,842,Weapons,GPT-3.5,0.7653661644300321,1.3375165658245455e-53
37934,842,Weapons,GPT-4,0.8882377551887936,3.3449750476511987e-93
37935,843,Birds,GPT-3 Embeddings,0.2972602689047635,1.0036942775991574e-12
37936,843,Birds,GPT-3.5,0.5136601559310893,1.717831644307434e-38
37937,843,Birds,GPT-4,0.6045214045151537,2.6768930786139754e-56
37938,843,Clothing,GPT-3 Embeddings,0.3071975150031309,5.504773139016442e-18
37939,843,Clothing,GPT-3.5,0.5485272631416739,1.3124500705834468e-60
37940,843,Clothing,GPT-4,0.6037691387298433,2.79402653427452e-76
37941,843,Fish,GPT-3 Embeddings,-0.15317917899738306,0.0009563735466673538
37942,843,Fish,GPT-3.5,0.5651596769635788,2.401702878427117e-40
37943,843,Fish,GPT-4,0.745226343658859,2.8113173634024664e-67
37944,843,Fruit,GPT-3 Embeddings,0.1971720423283279,4.6001467170237445e-08
37945,843,Fruit,GPT-3.5,0.5460197268427983,5.775224870359289e-60
37946,843,Fruit,GPT-4,0.6662387906961259,3.707001855225888e-98
37947,843,Insects,GPT-3 Embeddings,0.3119848870286719,6.313743252054333e-14
37948,843,Insects,GPT-3.5,0.5423213695115308,1.5765287606667495e-43
37949,843,Insects,GPT-4,0.575043738068115,6.613272058395053e-50
37950,843,KitchenUtensils,GPT-3 Embeddings,0.46488356979061374,8.914868783640732e-45
37951,843,KitchenUtensils,GPT-3.5,0.5738213487724656,2.7497219529867355e-72
37952,843,KitchenUtensils,GPT-4,0.7058837294915639,1.9410054202707002e-123
37953,843,Mammals,GPT-3 Embeddings,0.6611422039507904,1.1938230868926268e-70
37954,843,Mammals,GPT-3.5,0.7288236666955722,1.5628961179261588e-92
37955,843,Mammals,GPT-4,0.775305697151177,7.577045668442315e-112
37956,843,MusicalInstruments,GPT-3 Embeddings,0.19658371778923733,2.085309502738672e-05
37957,843,MusicalInstruments,GPT-3.5,0.6426659454085054,3.5031276247257014e-55
37958,843,MusicalInstruments,GPT-4,0.7509096761865977,6.408425420730117e-85
37959,843,Professions,GPT-3 Embeddings,0.42211267143857367,1.0544151391331403e-31
37960,843,Professions,GPT-3.5,0.6598184176636133,6.0116608791544094e-89
37961,843,Professions,GPT-4,0.7406911171184881,4.9863049827576285e-123
37962,843,Reptiles,GPT-3 Embeddings,0.6276079524478296,1.087024354053025e-27
37963,843,Reptiles,GPT-3.5,0.4053893446101071,6.577376731382118e-11
37964,843,Reptiles,GPT-4,0.5948436706429312,2.3232555441805464e-24
37965,843,Sports,GPT-3 Embeddings,0.3190675863076779,1.1516048344147474e-15
37966,843,Sports,GPT-3.5,0.5899602769411644,1.551276496221048e-57
37967,843,Sports,GPT-4,0.6859470225358213,1.2779427984160603e-84
37968,843,Tools,GPT-3 Embeddings,0.22115916273151612,4.746571205101208e-06
37969,843,Tools,GPT-3.5,0.5821516806181116,1.8189384539552683e-39
37970,843,Tools,GPT-4,0.7487883700720028,1.1384635775029378e-76
37971,843,Vegetables,GPT-3 Embeddings,0.15560718761921438,0.000129730916801427
37972,843,Vegetables,GPT-3.5,0.41936497400196693,5.897723232123195e-27
37973,843,Vegetables,GPT-4,0.5036020772471467,6.685201171262405e-40
37974,843,Vehicles,GPT-3 Embeddings,0.48962841512982436,1.271902950870526e-34
37975,843,Vehicles,GPT-3.5,0.8250086350243753,1.9595601797416778e-138
37976,843,Vehicles,GPT-4,0.8090867394475669,4.512430578476127e-129
37977,843,Weapons,GPT-3 Embeddings,0.34093383385014986,7.892241477661097e-09
37978,843,Weapons,GPT-3.5,0.7931199245656383,4.4142904196772e-60
37979,843,Weapons,GPT-4,0.8791622749275161,6.66562158056917e-89
37980,844,Birds,GPT-3 Embeddings,0.2339227890695072,2.685144165946294e-08
37981,844,Birds,GPT-3.5,0.612917492305061,3.0351371326993518e-58
37982,844,Birds,GPT-4,0.601043604810564,1.6467882170936153e-55
37983,844,Clothing,GPT-3 Embeddings,0.3501964652250718,3.1137102051212666e-23
37984,844,Clothing,GPT-3.5,0.5251701364924655,8.075079098235026e-55
37985,844,Clothing,GPT-4,0.594394383334989,2.0978934193585613e-73
37986,844,Fish,GPT-3 Embeddings,-0.012155835871284909,0.7944151737795957
37987,844,Fish,GPT-3.5,0.6316894457065622,8.022335307832536e-53
37988,844,Fish,GPT-4,0.7417224479052955,2.4515622182994196e-66
37989,844,Fruit,GPT-3 Embeddings,0.2330827576856034,8.717109206958279e-11
37990,844,Fruit,GPT-3.5,0.5569092360268114,8.454084887896102e-63
37991,844,Fruit,GPT-4,0.6935366143201429,1.7446742024066588e-109
37992,844,Insects,GPT-3 Embeddings,0.27224428759531855,7.766245197850504e-11
37993,844,Insects,GPT-3.5,0.6235413026351325,8.61299145404162e-61
37994,844,Insects,GPT-4,0.5687808138556194,1.2490541138606985e-48
37995,844,KitchenUtensils,GPT-3 Embeddings,0.4532738970226884,2.170990097668527e-42
