,argpair,phenomenon,conclusion_type,domain,stronger_arg_premises,stronger_arg_conclusion,weaker_arg_premises,weaker_arg_conclusion,average_human_rating,osherson_rating,stronger_arg_scm,weaker_arg_scm,is_control,is_osherson,is_weaker_arg_shown_first
343,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",Similarity,Specific,Mammals,['Hippos'],Rhinos,['Hippos'],Chickens,0.7272727272727273,,,,True,False,False
344,"['Horses', 'All mammals', 'Bats', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Bats'],All mammals,1.3333333333333333,,9.410087719298245,6.0131578947368425,False,False,True
345,"['Horses', 'All mammals', 'Beavers', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Beavers'],All mammals,1.4444444444444444,,9.410087719298245,7.778508771929824,False,False,False
346,"['Horses', 'All mammals', 'Camels', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Camels'],All mammals,2.125,,9.410087719298245,8.432017543859649,False,False,False
347,"['Horses', 'All mammals', 'Hedgehogs', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Hedgehogs'],All mammals,1.8,,9.410087719298245,7.221491228070175,False,False,True
348,"['Horses', 'All mammals', 'Squirrels', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Squirrels'],All mammals,2.111111111111111,,9.410087719298245,7.7894736842105265,False,False,True
349,"['Horses', 'Bats', 'Bats', 'Horses']",Asymmetry,Specific,Mammals,['Horses'],Bats,['Bats'],Horses,2.2,,7.2576754385964914,5.559210526315789,False,False,True
350,"['Horses', 'Bats', 'Cats', 'Horses', 'Llamas', 'Cats']",Diversity (Specific),Specific,Mammals,"['Horses', 'Bats']",Cats,"['Horses', 'Llamas']",Cats,3.0,,8.401315789473685,8.610745614035089,False,False,False
351,"['Horses', 'Deer', 'Camels', 'All mammals', 'Horses', 'Deer', 'All mammals']",Monotonicity (General),General,Mammals,"['Horses', 'Deer', 'Camels']",All mammals,"['Horses', 'Deer']",All mammals,0.75,,10.532894736842104,10.06578947368421,False,False,True
352,"['Horses', 'Giraffes', 'All mammals', 'Horses', 'Giraffes', 'Iguanas', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Horses', 'Giraffes']",All mammals,"['Horses', 'Giraffes', 'Iguanas']",All mammals,1.2,,,,False,False,True
353,"['Horses', 'Hamsters', 'Dogs', 'Horses', 'Cows', 'Dogs']",Diversity (Specific),Specific,Mammals,"['Horses', 'Hamsters']",Dogs,"['Horses', 'Cows']",Dogs,3.3,,10.100877192982455,9.43530701754386,False,False,False
354,"['Horses', 'Hedgehogs', 'All mammals', 'Horses', 'Deer', 'All mammals']",Diversity (General),General,Mammals,"['Horses', 'Hedgehogs']",All mammals,"['Horses', 'Deer']",All mammals,3.3,,10.675438596491228,10.06578947368421,False,False,True
355,"['Horses', 'Hedgehogs', 'All mammals', 'Horses', 'Giraffes', 'All mammals']",Diversity (General),General,Mammals,"['Horses', 'Hedgehogs']",All mammals,"['Horses', 'Giraffes']",All mammals,3.1,,10.675438596491228,9.949561403508772,False,False,False
356,"['Horses', 'Hedgehogs', 'Dogs', 'Horses', 'Cows', 'Dogs']",Diversity (Specific),Specific,Mammals,"['Horses', 'Hedgehogs']",Dogs,"['Horses', 'Cows']",Dogs,2.888888888888889,,9.81140350877193,9.43530701754386,False,False,True
357,"['Horses', 'Hedgehogs', 'Dogs', 'Horses', 'Rhinos', 'Dogs']",Diversity (Specific),Specific,Mammals,"['Horses', 'Hedgehogs']",Dogs,"['Horses', 'Rhinos']",Dogs,2.0,,9.81140350877193,9.574561403508772,False,False,True
358,"['Horses', 'Kangaroos', 'Horses', 'All mammals']",Inclusion Fallacy,General,Mammals,['Horses'],Kangaroos,['Horses'],All mammals,3.0,,9.410087719298245,9.410087719298245,False,False,True
359,"['Horses', 'Kangaroos', 'Kangaroos', 'Horses']",Asymmetry,Specific,Mammals,['Horses'],Kangaroos,['Kangaroos'],Horses,2.6666666666666665,,8.62609649122807,7.5701754385964914,False,False,False
360,"['Horses', 'Mice', 'All mammals', 'Horses', 'Rhinos', 'All mammals']",Diversity (General),General,Mammals,"['Horses', 'Mice']",All mammals,"['Horses', 'Rhinos']",All mammals,3.0,,10.780701754385964,10.201754385964913,False,False,False
361,"['Horses', 'Mice', 'Mice', 'Horses']",Asymmetry,Specific,Mammals,['Horses'],Mice,['Mice'],Horses,2.8,,7.494517543859649,6.328947368421052,False,False,True
362,"['Horses', 'Rabbits', 'All mammals', 'Horses', 'Rabbits', 'Crocodiles', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Horses', 'Rabbits']",All mammals,"['Horses', 'Rabbits', 'Crocodiles']",All mammals,1.7,,,,False,False,True
363,"['Horses', 'Tigers', 'Hamsters', 'Deer', 'Horses', 'Tigers', 'Deer']",Monotonicity (Specific),Specific,Mammals,"['Horses', 'Tigers', 'Hamsters']",Deer,"['Horses', 'Tigers']",Deer,1.8,,11.371710526315791,10.519736842105264,False,False,True
364,"['Hovercraft', 'Boats', 'Helicopters', 'Boats']",Similarity,Specific,Vehicles,['Hovercraft'],Boats,['Helicopters'],Boats,2.0,,10.806944444444444,5.994444444444444,False,False,False
365,"['Hovercraft', 'Boats', 'Sleds', 'Boats']",Similarity,Specific,Vehicles,['Hovercraft'],Boats,['Sleds'],Boats,1.8,,10.806944444444444,5.8500000000000005,False,False,True
366,"['Hovercraft', 'Cars', 'All vehicles', 'Hovercraft', 'Cars', 'All things']",Specificity,General,Vehicles,"['Hovercraft', 'Cars']",All vehicles,"['Hovercraft', 'Cars']",All things,1.0,,,,False,False,True
367,"['Hovercraft', 'Mopeds', 'All vehicles', 'Hovercraft', 'Mopeds', 'Crowbars', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Hovercraft', 'Mopeds']",All vehicles,"['Hovercraft', 'Mopeds', 'Crowbars']",All vehicles,0.6666666666666666,,,,False,False,True
368,"['Hovercraft', 'Mopeds', 'Hovercraft', 'Ropes', 'Mopeds']",Nonmonotonicity (Specific),Mixed,Vehicles,['Hovercraft'],Mopeds,"['Hovercraft', 'Ropes']",Mopeds,1.3333333333333333,,,,False,False,True
369,"['Hovercraft', 'Skateboards', 'All vehicles', 'Hovercraft', 'Submarines', 'All vehicles']",Diversity (General),General,Vehicles,"['Hovercraft', 'Skateboards']",All vehicles,"['Hovercraft', 'Submarines']",All vehicles,3.4,,8.480555555555556,7.661111111111111,False,False,False
370,"['Hovercraft', 'Submarines', 'All vehicles', 'Hovercraft', 'Submarines', 'Crowbars', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Hovercraft', 'Submarines']",All vehicles,"['Hovercraft', 'Submarines', 'Crowbars']",All vehicles,1.5555555555555556,,,,False,False,True
371,"['Jeeps', 'All vehicles', 'Jeeps', 'Carriages']",Inclusion Fallacy,General,Vehicles,['Jeeps'],All vehicles,['Jeeps'],Carriages,2.2222222222222223,,8.691666666666668,8.691666666666668,False,False,False
372,"['Jeeps', 'All vehicles', 'Rockets', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Rockets'],All vehicles,1.5,,8.691666666666668,6.322222222222223,False,False,False
373,"['Jeeps', 'All vehicles', 'Skateboards', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Skateboards'],All vehicles,0.7,,8.691666666666668,6.355555555555555,False,False,True
374,"['Jeeps', 'All vehicles', 'Sleds', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Sleds'],All vehicles,0.8888888888888888,,8.691666666666668,6.900000000000001,False,False,True
375,"['Jeeps', 'All vehicles', 'Submarines', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Submarines'],All vehicles,1.6666666666666667,,8.691666666666668,6.733333333333332,False,False,False
376,"['Jeeps', 'All vehicles', 'Zeppelins', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Zeppelins'],All vehicles,1.6,,8.691666666666668,7.05,False,False,False
377,"['Jeeps', 'Bicycles', 'Carriages', 'All vehicles', 'Jeeps', 'Bicycles', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Jeeps', 'Bicycles', 'Carriages']",All vehicles,"['Jeeps', 'Bicycles']",All vehicles,1.1,,11.175,9.952777777777778,False,False,False
378,"['Jeeps', 'Hovercraft', 'All vehicles', 'Jeeps', 'Hovercraft', 'Axes', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Jeeps', 'Hovercraft']",All vehicles,"['Jeeps', 'Hovercraft', 'Axes']",All vehicles,1.0,,,,False,False,False
379,"['Jeeps', 'Hovercraft', 'Hovercraft', 'Jeeps']",Asymmetry,Specific,Vehicles,['Jeeps'],Hovercraft,['Hovercraft'],Jeeps,2.8,,7.312500000000001,6.506944444444445,False,False,False
380,"['Jeeps', 'Rockets', 'All vehicles', 'Jeeps', 'Taxis', 'All vehicles']",Diversity (General),General,Vehicles,"['Jeeps', 'Rockets']",All vehicles,"['Jeeps', 'Taxis']",All vehicles,3.2,,9.90277777777778,9.602777777777778,False,False,True
381,"['Jeeps', 'Skateboards', 'All vehicles', 'Jeeps', 'Skateboards', 'All things']",Specificity,General,Vehicles,"['Jeeps', 'Skateboards']",All vehicles,"['Jeeps', 'Skateboards']",All things,1.0,,,,False,False,True
382,"['Jeeps', 'Sleds', 'All vehicles', 'Jeeps', 'Sleds', 'All things']",Specificity,General,Vehicles,"['Jeeps', 'Sleds']",All vehicles,"['Jeeps', 'Sleds']",All things,0.6666666666666666,,,,False,False,True
383,"['Jeeps', 'Taxis', 'All vehicles', 'Jeeps', 'Taxis', 'Planes', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Jeeps', 'Taxis']",All vehicles,"['Jeeps', 'Taxis', 'Planes']",All vehicles,4.111111111111111,,,,False,False,False
384,"['Jeeps', 'Tractors', 'All vehicles', 'Jeeps', 'Tractors', 'Drills', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Jeeps', 'Tractors']",All vehicles,"['Jeeps', 'Tractors', 'Drills']",All vehicles,1.125,,,,False,False,False
385,"['Jeeps', 'Tractors', 'Tractors', 'Jeeps']",Asymmetry,Specific,Vehicles,['Jeeps'],Tractors,['Tractors'],Jeeps,2.555555555555556,,9.9125,9.463888888888889,False,False,True
386,"['Jeeps', 'Zeppelins', 'Zeppelins', 'Jeeps']",Asymmetry,Specific,Vehicles,['Jeeps'],Zeppelins,['Zeppelins'],Jeeps,2.125,,6.512500000000001,5.691666666666666,False,False,False
387,"['Kangaroos', 'Cows', 'All mammals', 'Kangaroos', 'Cows', 'All animals']",Specificity,General,Mammals,"['Kangaroos', 'Cows']",All mammals,"['Kangaroos', 'Cows']",All animals,2.0,,,,False,False,False
388,"['Kangaroos', 'Elephants', 'Hedgehogs', 'Rhinos', 'Kangaroos', 'Elephants', 'Rhinos']",Monotonicity (Specific),Specific,Mammals,"['Kangaroos', 'Elephants', 'Hedgehogs']",Rhinos,"['Kangaroos', 'Elephants']",Rhinos,2.2222222222222223,,10.361842105263158,9.80921052631579,False,False,True
389,"['Kangaroos', 'Giraffes', 'Kangaroos', 'Cobras', 'Giraffes']",Nonmonotonicity (Specific),Mixed,Mammals,['Kangaroos'],Giraffes,"['Kangaroos', 'Cobras']",Giraffes,1.6666666666666667,,,,False,False,True
390,"['Kangaroos', 'Hedgehogs', 'All mammals', 'Kangaroos', 'Hedgehogs', 'Snakes', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Kangaroos', 'Hedgehogs']",All mammals,"['Kangaroos', 'Hedgehogs', 'Snakes']",All mammals,1.1,,,,False,False,True
391,"['Kangaroos', 'Rhinos', 'All mammals', 'Kangaroos', 'Rhinos', 'Tortoises', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Kangaroos', 'Rhinos']",All mammals,"['Kangaroos', 'Rhinos', 'Tortoises']",All mammals,2.0,,,,False,False,True
392,"['Kangaroos', 'Tigers', 'Squirrels', 'Zebras', 'Kangaroos', 'Tigers', 'Zebras']",Monotonicity (Specific),Specific,Mammals,"['Kangaroos', 'Tigers', 'Squirrels']",Zebras,"['Kangaroos', 'Tigers']",Zebras,2.0,,9.956140350877192,9.32236842105263,False,False,True
393,"['Kangaroos', 'Zebras', 'All mammals', 'Kangaroos', 'Zebras', 'All animals']",Specificity,General,Mammals,"['Kangaroos', 'Zebras']",All mammals,"['Kangaroos', 'Zebras']",All animals,1.7777777777777777,,,,False,False,False
394,"['Lions', 'All mammals', 'Bats', 'All mammals']",Typicality,General,Mammals,['Lions'],All mammals,['Bats'],All mammals,1.6666666666666667,,8.899122807017543,6.0131578947368425,False,False,False
395,"['Lions', 'All mammals', 'Camels', 'All mammals']",Typicality,General,Mammals,['Lions'],All mammals,['Camels'],All mammals,2.0,,8.899122807017543,8.432017543859649,False,False,True
396,"['Lions', 'All mammals', 'Hedgehogs', 'All mammals']",Typicality,General,Mammals,['Lions'],All mammals,['Hedgehogs'],All mammals,1.3333333333333333,,8.899122807017543,7.221491228070175,False,False,False
397,"['Lions', 'All mammals', 'Lions', 'Beavers']",Inclusion Fallacy,General,Mammals,['Lions'],All mammals,['Lions'],Beavers,2.3,,8.899122807017543,8.899122807017543,False,False,False
398,"['Lions', 'All mammals', 'Lions', 'Camels']",Inclusion Fallacy,General,Mammals,['Lions'],All mammals,['Lions'],Camels,2.111111111111111,,8.899122807017543,8.899122807017543,False,False,False
399,"['Lions', 'All mammals', 'Squirrels', 'All mammals']",Typicality,General,Mammals,['Lions'],All mammals,['Squirrels'],All mammals,1.6666666666666667,,8.899122807017543,7.7894736842105265,False,False,True
400,"['Lions', 'Beavers', 'Beavers', 'Lions']",Asymmetry,Specific,Mammals,['Lions'],Beavers,['Beavers'],Lions,2.5,,8.054824561403509,7.494517543859649,False,False,True
401,"['Lions', 'Cats', 'All mammals', 'Lions', 'Cats', 'Crocodiles', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Lions', 'Cats']",All mammals,"['Lions', 'Cats', 'Crocodiles']",All mammals,0.75,,,,False,False,False
402,"['Lions', 'Dogs', 'Bats', 'Dogs']",Similarity,Specific,Mammals,['Lions'],Dogs,['Bats'],Dogs,1.25,,9.081140350877192,6.032894736842105,False,False,False
403,"['Lions', 'Dogs', 'Rhinos', 'Dogs']",Similarity,Specific,Mammals,['Lions'],Dogs,['Rhinos'],Dogs,1.5555555555555556,,9.081140350877192,7.180921052631579,False,False,False
404,"['Lions', 'Giraffes', 'Llamas', 'Elephants', 'Lions', 'Giraffes', 'Elephants']",Monotonicity (Specific),Specific,Mammals,"['Lions', 'Giraffes', 'Llamas']",Elephants,"['Lions', 'Giraffes']",Elephants,1.4444444444444444,,10.35964912280702,9.845394736842106,False,False,True
405,"['Lions', 'Giraffes', 'Rabbits', 'Lions', 'Tigers', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Lions', 'Giraffes']",Rabbits,"['Lions', 'Tigers']",Rabbits,2.0,0.65,,,False,True,False
406,"['Lions', 'Hamsters', 'Hamsters', 'Lions']",Asymmetry,Specific,Mammals,['Lions'],Hamsters,['Hamsters'],Lions,2.4,,7.31798245614035,6.771929824561402,False,False,False
407,"['Lions', 'Hedgehogs', 'All mammals', 'Lions', 'Hedgehogs', 'All animals']",Specificity,General,Mammals,"['Lions', 'Hedgehogs']",All mammals,"['Lions', 'Hedgehogs']",All animals,1.6666666666666667,,,,False,False,False
408,"['Lions', 'Rhinos', 'Rhinos', 'Lions']",Asymmetry,Specific,Mammals,['Lions'],Rhinos,['Rhinos'],Lions,2.1,,8.765350877192983,8.444078947368421,False,False,True
409,"['Lions', 'Squirrels', 'All mammals', 'Lions', 'Zebras', 'All mammals']",Diversity (General),General,Mammals,"['Lions', 'Squirrels']",All mammals,"['Lions', 'Zebras']",All mammals,3.1,,10.394736842105262,10.390350877192985,False,False,False
410,"['Lions', 'Squirrels', 'Hedgehogs', 'Deer', 'Lions', 'Squirrels', 'Deer']",Monotonicity (Specific),Specific,Mammals,"['Lions', 'Squirrels', 'Hedgehogs']",Deer,"['Lions', 'Squirrels']",Deer,2.4444444444444446,,9.25109649122807,9.039473684210526,False,False,False
411,"['Lions', 'Tigers', 'All mammals', 'Lions', 'Tigers', 'All animals']",Specificity,General,Mammals,"['Lions', 'Tigers']",All mammals,"['Lions', 'Tigers']",All animals,1.5,,,,False,False,True
412,"['Lions', 'Tigers', 'Lions', 'Penguins']",Similarity,Specific,Mammals,['Lions'],Tigers,['Lions'],Penguins,0.5272727272727272,,,,True,False,False
413,"['Llamas', 'Bats', 'Rabbits', 'Llamas', 'Camels', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Llamas', 'Bats']",Rabbits,"['Llamas', 'Camels']",Rabbits,2.9,,8.461622807017545,8.526315789473685,False,False,False
414,"['Llamas', 'Bats', 'Rabbits', 'Llamas', 'Zebras', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Llamas', 'Bats']",Rabbits,"['Llamas', 'Zebras']",Rabbits,2.888888888888889,,8.461622807017545,8.698464912280702,False,False,False
415,"['Llamas', 'Camels', 'Beavers', 'All mammals', 'Llamas', 'Camels', 'All mammals']",Monotonicity (General),General,Mammals,"['Llamas', 'Camels', 'Beavers']",All mammals,"['Llamas', 'Camels']",All mammals,1.3333333333333333,,10.8640350877193,9.68421052631579,False,False,False
416,"['Llamas', 'Deer', 'Mice', 'Deer']",Similarity,Specific,Mammals,['Llamas'],Deer,['Mice'],Deer,1.1111111111111112,,9.93311403508772,6.197368421052632,False,False,True
417,"['Llamas', 'Donkeys', 'Squirrels', 'All mammals', 'Llamas', 'Donkeys', 'All mammals']",Monotonicity (General),General,Mammals,"['Llamas', 'Donkeys', 'Squirrels']",All mammals,"['Llamas', 'Donkeys']",All mammals,0.6666666666666666,,11.43421052631579,10.0109649122807,False,False,False
418,"['Llamas', 'Giraffes', 'All mammals', 'Llamas', 'Giraffes', 'All animals']",Specificity,General,Mammals,"['Llamas', 'Giraffes']",All mammals,"['Llamas', 'Giraffes']",All animals,1.3,,,,False,False,True
419,"['Llamas', 'Hedgehogs', 'All mammals', 'Llamas', 'Camels', 'All mammals']",Diversity (General),General,Mammals,"['Llamas', 'Hedgehogs']",All mammals,"['Llamas', 'Camels']",All mammals,2.9,,10.405701754385966,9.68421052631579,False,False,True
420,"['Llamas', 'Hedgehogs', 'Dogs', 'Llamas', 'Cows', 'Dogs']",Diversity (Specific),Specific,Mammals,"['Llamas', 'Hedgehogs']",Dogs,"['Llamas', 'Cows']",Dogs,3.0,,9.281798245614034,9.023026315789473,False,False,False
421,"['Llamas', 'Hedgehogs', 'Pigs', 'Llamas', 'Zebras', 'Pigs']",Diversity (Specific),Specific,Mammals,"['Llamas', 'Hedgehogs']",Pigs,"['Llamas', 'Zebras']",Pigs,2.4444444444444446,,8.913377192982457,8.724780701754385,False,False,False
422,"['Llamas', 'Pigs', 'All mammals', 'Llamas', 'Pigs', 'All animals']",Specificity,General,Mammals,"['Llamas', 'Pigs']",All mammals,"['Llamas', 'Pigs']",All animals,1.0,,,,False,False,False
423,"['Llamas', 'Squirrels', 'Bats', 'Rhinos', 'Llamas', 'Squirrels', 'Rhinos']",Monotonicity (Specific),Specific,Mammals,"['Llamas', 'Squirrels', 'Bats']",Rhinos,"['Llamas', 'Squirrels']",Rhinos,2.7777777777777777,,9.327850877192985,9.327850877192985,False,False,True
424,"['Llamas', 'Zebras', 'Squirrels', 'Zebras']",Similarity,Specific,Mammals,['Llamas'],Zebras,['Squirrels'],Zebras,1.3333333333333333,,9.93311403508772,6.842105263157895,False,False,True
425,"['Magpies', 'All birds', 'Magpies', 'Turkeys']",Inclusion Fallacy,General,Birds,['Magpies'],All birds,['Magpies'],Turkeys,1.8888888888888888,,10.044117647058824,10.044117647058824,False,False,False
426,"['Magpies', 'All birds', 'Magpies', 'Vultures']",Inclusion Fallacy,General,Birds,['Magpies'],All birds,['Magpies'],Vultures,2.2222222222222223,,10.044117647058824,10.044117647058824,False,False,False
427,"['Magpies', 'Blackbirds', 'All birds', 'Magpies', 'Blackbirds', 'All animals']",Specificity,General,Birds,"['Magpies', 'Blackbirds']",All birds,"['Magpies', 'Blackbirds']",All animals,1.2,,,,False,False,True
428,"['Magpies', 'Blackbirds', 'Herons', 'Chickens', 'Magpies', 'Blackbirds', 'Chickens']",Monotonicity (Specific),Specific,Birds,"['Magpies', 'Blackbirds', 'Herons']",Chickens,"['Magpies', 'Blackbirds']",Chickens,1.8888888888888888,,10.34436274509804,9.517156862745098,False,False,True
429,"['Magpies', 'Blackbirds', 'Penguins', 'Blackbirds']",Similarity,Specific,Birds,['Magpies'],Blackbirds,['Penguins'],Blackbirds,2.7,,12.051470588235292,5.889705882352941,False,False,False
430,"['Magpies', 'Ducks', 'Ducks', 'Magpies']",Asymmetry,Specific,Birds,['Magpies'],Ducks,['Ducks'],Magpies,2.111111111111111,,9.051470588235292,8.618872549019608,False,False,True
431,"['Magpies', 'Ducks', 'Peacocks', 'All birds', 'Magpies', 'Ducks', 'All birds']",Monotonicity (General),General,Birds,"['Magpies', 'Ducks', 'Peacocks']",All birds,"['Magpies', 'Ducks']",All birds,1.0,,12.306372549019606,11.612745098039214,False,False,False
432,"['Magpies', 'Falcons', 'All birds', 'Magpies', 'Falcons', 'All animals']",Specificity,General,Birds,"['Magpies', 'Falcons']",All birds,"['Magpies', 'Falcons']",All animals,0.6666666666666666,,,,False,False,True
433,"['Magpies', 'Herons', 'Roosters', 'Storks', 'Magpies', 'Herons', 'Storks']",Monotonicity (Specific),Specific,Birds,"['Magpies', 'Herons', 'Roosters']",Storks,"['Magpies', 'Herons']",Storks,2.0,,13.98651960784314,13.360294117647058,False,False,False
434,"['Magpies', 'Sparrows', 'Ostriches', 'Sparrows']",Similarity,Specific,Birds,['Magpies'],Sparrows,['Ostriches'],Sparrows,1.375,,11.022058823529411,7.066176470588236,False,False,True
435,"['Magpies', 'Swallows', 'Penguins', 'All birds', 'Magpies', 'Swallows', 'All birds']",Monotonicity (General),General,Birds,"['Magpies', 'Swallows', 'Penguins']",All birds,"['Magpies', 'Swallows']",All birds,1.5555555555555556,,10.75,10.661764705882351,False,False,True
436,"['Magpies', 'Swans', 'All birds', 'Magpies', 'Swallows', 'All birds']",Diversity (General),General,Birds,"['Magpies', 'Swans']",All birds,"['Magpies', 'Swallows']",All birds,2.6666666666666665,,11.67892156862745,10.661764705882351,False,False,False
437,"['Magpies', 'Turkeys', 'Turkeys', 'Magpies']",Asymmetry,Specific,Birds,['Magpies'],Turkeys,['Turkeys'],Magpies,2.6,,8.669117647058824,8.457107843137255,False,False,False
438,"['Mice', 'Bats', 'Bats', 'Mice']",Asymmetry,Specific,Mammals,['Mice'],Bats,['Bats'],Mice,2.3,0.5,,,False,True,True
439,"['Mice', 'Giraffes', 'Mice', 'Dinosaurs', 'Giraffes']",Nonmonotonicity (Specific),Mixed,Mammals,['Mice'],Giraffes,"['Mice', 'Dinosaurs']",Giraffes,3.0,,,,False,False,True
440,"['Mice', 'Kangaroos', 'All mammals', 'Mice', 'Kangaroos', 'All animals']",Specificity,General,Mammals,"['Mice', 'Kangaroos']",All mammals,"['Mice', 'Kangaroos']",All animals,0.8888888888888888,,,,False,False,False
441,"['Mice', 'Lions', 'Rhinos', 'Dogs', 'Mice', 'Lions', 'Dogs']",Monotonicity (Specific),Specific,Mammals,"['Mice', 'Lions', 'Rhinos']",Dogs,"['Mice', 'Lions']",Dogs,1.5555555555555556,,10.242324561403509,9.76206140350877,False,False,False
442,"['Mice', 'Llamas', 'All mammals', 'Mice', 'Hedgehogs', 'All mammals']",Diversity (General),General,Mammals,"['Mice', 'Llamas']",All mammals,"['Mice', 'Hedgehogs']",All mammals,1.7777777777777777,,10.510964912280702,7.907894736842105,False,False,True
443,"['Mice', 'Squirrels', 'Beavers', 'All mammals', 'Mice', 'Squirrels', 'All mammals']",Monotonicity (General),General,Mammals,"['Mice', 'Squirrels', 'Beavers']",All mammals,"['Mice', 'Squirrels']",All mammals,1.0,,9.081140350877194,8.31140350877193,False,False,False
444,"['Mopeds', 'Airplanes', 'Vans', 'Mopeds', 'Bicycles', 'Vans']",Diversity (Specific),Specific,Vehicles,"['Mopeds', 'Airplanes']",Vans,"['Mopeds', 'Bicycles']",Vans,3.333333333333333,,9.145833333333334,8.404166666666667,False,False,True
445,"['Mopeds', 'Bicycles', 'Airplanes', 'Bicycles']",Similarity,Specific,Vehicles,['Mopeds'],Bicycles,['Airplanes'],Bicycles,0.7,,10.926388888888887,6.3069444444444445,False,False,False
446,"['Mopeds', 'Bicycles', 'Submarines', 'Bicycles']",Similarity,Specific,Vehicles,['Mopeds'],Bicycles,['Submarines'],Bicycles,1.2,,10.926388888888887,5.633333333333333,False,False,False
447,"['Mopeds', 'Bicycles', 'Zeppelins', 'Bicycles']",Similarity,Specific,Vehicles,['Mopeds'],Bicycles,['Zeppelins'],Bicycles,1.125,,10.926388888888887,5.891666666666667,False,False,False
448,"['Mopeds', 'Boats', 'Tractors', 'All vehicles', 'Mopeds', 'Boats', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Mopeds', 'Boats', 'Tractors']",All vehicles,"['Mopeds', 'Boats']",All vehicles,0.8888888888888888,,10.75,9.65277777777778,False,False,True
449,"['Mopeds', 'Buses', 'Hovercraft', 'All vehicles', 'Mopeds', 'Buses', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Mopeds', 'Buses', 'Hovercraft']",All vehicles,"['Mopeds', 'Buses']",All vehicles,1.125,,11.827777777777778,10.733333333333334,False,False,False
450,"['Mopeds', 'Motorbikes', 'Mopeds', 'Screwdrivers']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Mopeds'],Screwdrivers,0.5,,,,True,False,False
451,"['Mopeds', 'Motorbikes', 'Submarines', 'Motorbikes']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Submarines'],Motorbikes,0.625,,13.159722222222223,5.666666666666666,False,False,False
452,"['Mopeds', 'Skateboards', 'Skateboards', 'Mopeds']",Asymmetry,Specific,Vehicles,['Mopeds'],Skateboards,['Skateboards'],Mopeds,2.7777777777777777,,7.093055555555556,6.377777777777778,False,False,False
453,"['Mopeds', 'Submarines', 'Submarines', 'Mopeds']",Asymmetry,Specific,Vehicles,['Mopeds'],Submarines,['Submarines'],Mopeds,2.2,,6.326388888888889,5.799999999999999,False,False,True
454,"['Mopeds', 'Zeppelins', 'Buses', 'Mopeds', 'Bicycles', 'Buses']",Diversity (Specific),Specific,Vehicles,"['Mopeds', 'Zeppelins']",Buses,"['Mopeds', 'Bicycles']",Buses,2.888888888888889,,8.634722222222223,8.0375,False,False,True
455,"['Motorbikes', 'All vehicles', 'Motorbikes', 'Caravans']",Inclusion Fallacy,General,Vehicles,['Motorbikes'],All vehicles,['Motorbikes'],Caravans,1.5555555555555556,,7.958333333333335,7.958333333333335,False,False,True
456,"['Motorbikes', 'All vehicles', 'Motorbikes', 'Skateboards']",Inclusion Fallacy,General,Vehicles,['Motorbikes'],All vehicles,['Motorbikes'],Skateboards,2.7,,7.958333333333335,7.958333333333335,False,False,False
457,"['Motorbikes', 'All vehicles', 'Motorbikes', 'Sleds']",Inclusion Fallacy,General,Vehicles,['Motorbikes'],All vehicles,['Motorbikes'],Sleds,2.1,,7.958333333333335,7.958333333333335,False,False,True
458,"['Motorbikes', 'Caravans', 'Caravans', 'Motorbikes']",Asymmetry,Specific,Vehicles,['Motorbikes'],Caravans,['Caravans'],Motorbikes,2.0,,6.9125000000000005,7.047222222222223,False,False,True
