,argument,domain,conclusion_type,is_single_premise,is_control,premises,conclusion,average_rating,average_ranking,num_ratings
605,"(('Mopeds', 'Bicycles'), 'Submarines')",Vehicles,Specific,False,False,"('Mopeds', 'Bicycles')",Submarines,19.4,0.2,10
606,"(('Mopeds', 'Cars'), 'Motorbikes')",Vehicles,Specific,False,False,"('Mopeds', 'Cars')",Motorbikes,77.3,0.8272727272727274,10
607,"(('Mopeds', 'Helicopters'), 'Skateboards')",Vehicles,Specific,False,False,"('Mopeds', 'Helicopters')",Skateboards,46.375,0.3636363636363636,8
608,"(('Mopeds', 'Trucks'), 'All vehicles')",Vehicles,General,False,False,"('Mopeds', 'Trucks')",All vehicles,62.0,0.5568181818181819,8
609,"(('Motorbikes',), 'All vehicles')",Vehicles,General,True,False,"('Motorbikes',)",All vehicles,44.04545454545455,0.554152637485971,66
610,"(('Motorbikes',), 'Bicycles')",Vehicles,Specific,True,False,"('Motorbikes',)",Bicycles,60.5,0.6666666666666666,18
611,"(('Motorbikes',), 'Buses')",Vehicles,Specific,True,False,"('Motorbikes',)",Buses,44.11764705882353,0.5392156862745099,17
612,"(('Motorbikes',), 'Carriages')",Vehicles,Specific,True,False,"('Motorbikes',)",Carriages,43.6,0.45925925925925914,30
613,"(('Motorbikes',), 'Cars')",Vehicles,Specific,True,False,"('Motorbikes',)",Cars,56.36666666666667,0.6259259259259261,30
614,"(('Motorbikes',), 'Jeeps')",Vehicles,Specific,True,False,"('Motorbikes',)",Jeeps,63.5,0.7037037037037037,8
615,"(('Motorbikes',), 'Mopeds')",Vehicles,Specific,True,False,"('Motorbikes',)",Mopeds,83.9,0.8388888888888888,10
616,"(('Motorbikes',), 'Rockets')",Vehicles,Specific,True,False,"('Motorbikes',)",Rockets,32.5,0.2796296296296296,10
617,"(('Motorbikes',), 'Trains')",Vehicles,Specific,True,False,"('Motorbikes',)",Trains,41.55,0.40740740740740744,20
618,"(('Motorbikes', 'Buses'), 'Trains')",Vehicles,Specific,False,False,"('Motorbikes', 'Buses')",Trains,54.1,0.509090909090909,10
619,"(('Motorbikes', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Motorbikes', 'Cars')",All vehicles,65.14285714285714,0.5974025974025975,7
620,"(('Motorbikes', 'Sleds'), 'Bicycles')",Vehicles,Specific,False,False,"('Motorbikes', 'Sleds')",Bicycles,71.875,0.625,8
621,"(('Motorbikes', 'Taxis'), 'All vehicles')",Vehicles,General,False,False,"('Motorbikes', 'Taxis')",All vehicles,69.875,0.7045454545454545,8
622,"(('Motorbikes', 'Trucks'), 'Bicycles')",Vehicles,Specific,False,False,"('Motorbikes', 'Trucks')",Bicycles,54.4,0.5318181818181819,10
623,"(('Ostriches',), 'All birds')",Birds,General,True,False,"('Ostriches',)",All birds,36.4,0.2997150997150998,65
624,"(('Ostriches',), 'Blackbirds')",Birds,Specific,True,False,"('Ostriches',)",Blackbirds,47.6875,0.28125,16
625,"(('Ostriches',), 'Canaries')",Birds,Specific,True,False,"('Ostriches',)",Canaries,47.03703703703704,0.30658436213991774,27
626,"(('Ostriches',), 'Crows')",Birds,Specific,True,False,"('Ostriches',)",Crows,46.44444444444444,0.38580246913580246,18
627,"(('Ostriches',), 'Ducks')",Birds,Specific,True,False,"('Ostriches',)",Ducks,41.25,0.2037037037037037,8
628,"(('Ostriches',), 'Magpies')",Birds,Specific,True,False,"('Ostriches',)",Magpies,47.44444444444444,0.29835390946502055,9
629,"(('Ostriches',), 'Pelicans')",Birds,Specific,True,False,"('Ostriches',)",Pelicans,38.285714285714285,0.4047619047619047,7
630,"(('Ostriches',), 'Robins')",Birds,Specific,True,False,"('Ostriches',)",Robins,56.22222222222222,0.32510288065843623,9
631,"(('Ostriches',), 'Sparrows')",Birds,Specific,True,False,"('Ostriches',)",Sparrows,39.611111111111114,0.24279835390946503,18
632,"(('Ostriches',), 'Storks')",Birds,Specific,True,False,"('Ostriches',)",Storks,60.25,0.5231481481481481,8
633,"(('Ostriches',), 'Swallows')",Birds,Specific,True,False,"('Ostriches',)",Swallows,42.64705882352941,0.3769063180827887,17
634,"(('Ostriches', 'Blackbirds'), 'Swallows')",Birds,Specific,False,False,"('Ostriches', 'Blackbirds')",Swallows,65.77777777777777,0.47979797979797983,9
635,"(('Ostriches', 'Doves'), 'Ducks')",Birds,Specific,False,False,"('Ostriches', 'Doves')",Ducks,71.625,0.4204545454545454,8
636,"(('Ostriches', 'Ducks'), 'Magpies')",Birds,Specific,False,False,"('Ostriches', 'Ducks')",Magpies,56.333333333333336,0.41414141414141414,9
637,"(('Ostriches', 'Ducks'), 'Storks')",Birds,Specific,False,False,"('Ostriches', 'Ducks')",Storks,76.875,0.6306818181818182,8
638,"(('Ostriches', 'Eagles'), 'All birds')",Birds,General,False,False,"('Ostriches', 'Eagles')",All birds,70.25,0.6931818181818182,4
639,"(('Ostriches', 'Parrots'), 'All birds')",Birds,General,False,False,"('Ostriches', 'Parrots')",All birds,51.75,0.5568181818181818,4
640,"(('Ostriches', 'Peacocks'), 'All birds')",Birds,General,False,False,"('Ostriches', 'Peacocks')",All birds,45.75,0.25,4
641,"(('Ostriches', 'Pelicans'), 'All birds')",Birds,General,False,False,"('Ostriches', 'Pelicans')",All birds,51.0,0.45454545454545453,7
642,"(('Ostriches', 'Storks'), 'Canaries')",Birds,Specific,False,False,"('Ostriches', 'Storks')",Canaries,50.888888888888886,0.2424242424242424,9
643,"(('Ostriches', 'Storks'), 'Robins')",Birds,Specific,False,False,"('Ostriches', 'Storks')",Robins,65.88888888888889,0.44949494949494956,9
644,"(('Ostriches', 'Swans'), 'Crows')",Birds,Specific,False,False,"('Ostriches', 'Swans')",Crows,68.0,0.4659090909090909,8
645,"(('Ostriches', 'Turkeys'), 'All birds')",Birds,General,False,False,"('Ostriches', 'Turkeys')",All birds,56.6,0.5454545454545455,5
646,"(('Ostriches', 'Vultures'), 'Canaries')",Birds,Specific,False,False,"('Ostriches', 'Vultures')",Canaries,68.33333333333333,0.6161616161616164,9
647,"(('Parrots',), 'All birds')",Birds,General,True,False,"('Parrots',)",All birds,47.01538461538462,0.4663817663817664,65
648,"(('Parrots',), 'Crows')",Birds,Specific,True,False,"('Parrots',)",Crows,58.44444444444444,0.4732510288065844,9
649,"(('Parrots',), 'Doves')",Birds,Specific,True,False,"('Parrots',)",Doves,53.55555555555556,0.462962962962963,9
650,"(('Parrots',), 'Ducks')",Birds,Specific,True,False,"('Parrots',)",Ducks,59.125,0.47453703703703703,8
651,"(('Parrots',), 'Eagles')",Birds,Specific,True,False,"('Parrots',)",Eagles,50.6875,0.4756944444444445,16
652,"(('Parrots',), 'Falcons')",Birds,Specific,True,False,"('Parrots',)",Falcons,53.0,0.42777777777777776,10
653,"(('Parrots',), 'Ostriches')",Birds,Specific,True,False,"('Parrots',)",Ostriches,40.0,0.23045267489711932,9
654,"(('Parrots',), 'Roosters')",Birds,Specific,True,False,"('Parrots',)",Roosters,48.05882352941177,0.3431372549019609,17
655,"(('Parrots',), 'Sparrows')",Birds,Specific,True,False,"('Parrots',)",Sparrows,51.875,0.47453703703703703,16
656,"(('Parrots',), 'Turkeys')",Birds,Specific,True,False,"('Parrots',)",Turkeys,43.125,0.3287037037037037,8
657,"(('Parrots',), 'Vultures')",Birds,Specific,True,False,"('Parrots',)",Vultures,42.5,0.28009259259259256,8
658,"(('Parrots', 'Canaries'), 'All birds')",Birds,General,False,False,"('Parrots', 'Canaries')",All birds,55.8,0.42727272727272725,5
659,"(('Parrots', 'Chickens'), 'All birds')",Birds,General,False,False,"('Parrots', 'Chickens')",All birds,50.75,0.5340909090909091,4
660,"(('Parrots', 'Chickens'), 'Roosters')",Birds,Specific,False,False,"('Parrots', 'Chickens')",Roosters,72.55555555555556,0.6919191919191919,9
661,"(('Parrots', 'Ducks'), 'Sparrows')",Birds,Specific,False,False,"('Parrots', 'Ducks')",Sparrows,70.44444444444444,0.5757575757575757,9
662,"(('Parrots', 'Eagles'), 'Vultures')",Birds,Specific,False,False,"('Parrots', 'Eagles')",Vultures,78.75,0.6136363636363636,8
663,"(('Parrots', 'Magpies'), 'All birds')",Birds,General,False,False,"('Parrots', 'Magpies')",All birds,53.0,0.4659090909090909,8
664,"(('Parrots', 'Robins'), 'All birds')",Birds,General,False,False,"('Parrots', 'Robins')",All birds,46.625,0.4943181818181818,8
665,"(('Parrots', 'Roosters'), 'All birds')",Birds,General,False,False,"('Parrots', 'Roosters')",All birds,56.57142857142857,0.448051948051948,7
666,"(('Parrots', 'Sparrows'), 'All birds')",Birds,General,False,False,"('Parrots', 'Sparrows')",All birds,62.4,0.5818181818181818,5
667,"(('Parrots', 'Vultures'), 'Crows')",Birds,Specific,False,False,"('Parrots', 'Vultures')",Crows,62.77777777777778,0.505050505050505,9
668,"(('Parrots', 'Woodpeckers'), 'All birds')",Birds,General,False,False,"('Parrots', 'Woodpeckers')",All birds,71.16666666666667,0.7272727272727274,6
669,"(('Peacocks',), 'All birds')",Birds,General,True,False,"('Peacocks',)",All birds,37.723076923076924,0.3327635327635329,65
670,"(('Peacocks',), 'Ducks')",Birds,Specific,True,False,"('Peacocks',)",Ducks,56.5,0.43287037037037035,8
671,"(('Peacocks',), 'Roosters')",Birds,Specific,True,False,"('Peacocks',)",Roosters,59.8125,0.5671296296296297,16
672,"(('Peacocks',), 'Seagulls')",Birds,Specific,True,False,"('Peacocks',)",Seagulls,43.5625,0.37037037037037035,16
673,"(('Peacocks',), 'Turkeys')",Birds,Specific,True,False,"('Peacocks',)",Turkeys,61.9,0.6129629629629629,10
674,"(('Peacocks', 'Falcons'), 'All birds')",Birds,General,False,False,"('Peacocks', 'Falcons')",All birds,75.5,0.8636363636363635,4
675,"(('Peacocks', 'Magpies'), 'All birds')",Birds,General,False,False,"('Peacocks', 'Magpies')",All birds,54.5,0.46969696969696967,6
676,"(('Peacocks', 'Seagulls'), 'Turkeys')",Birds,Specific,False,False,"('Peacocks', 'Seagulls')",Turkeys,61.2,0.5545454545454545,10
677,"(('Peacocks', 'Swans'), 'All birds')",Birds,General,False,False,"('Peacocks', 'Swans')",All birds,51.0,0.49242424242424243,6
678,"(('Peacocks', 'Swans'), 'Ducks')",Birds,Specific,False,False,"('Peacocks', 'Swans')",Ducks,67.875,0.4034090909090909,8
679,"(('Peacocks', 'Vultures'), 'All birds')",Birds,General,False,False,"('Peacocks', 'Vultures')",All birds,57.4,0.39090909090909093,5
680,"(('Pelicans',), 'All birds')",Birds,General,True,False,"('Pelicans',)",All birds,43.184615384615384,0.4225071225071225,65
681,"(('Pelicans',), 'Canaries')",Birds,Specific,True,False,"('Pelicans',)",Canaries,56.470588235294116,0.48039215686274517,17
682,"(('Pelicans',), 'Doves')",Birds,Specific,True,False,"('Pelicans',)",Doves,62.22222222222222,0.5411522633744856,9
683,"(('Pelicans',), 'Herons')",Birds,Specific,True,False,"('Pelicans',)",Herons,68.94444444444444,0.6594650205761315,18
684,"(('Pelicans',), 'Parrots')",Birds,Specific,True,False,"('Pelicans',)",Parrots,44.5,0.2740740740740741,10
685,"(('Pelicans',), 'Sparrows')",Birds,Specific,True,False,"('Pelicans',)",Sparrows,34.75,0.33564814814814814,8
686,"(('Pelicans', 'Blackbirds'), 'Sparrows')",Birds,Specific,False,False,"('Pelicans', 'Blackbirds')",Sparrows,58.0,0.5568181818181818,8
687,"(('Pelicans', 'Chickens'), 'All birds')",Birds,General,False,False,"('Pelicans', 'Chickens')",All birds,61.666666666666664,0.4696969696969697,6
688,"(('Pelicans', 'Ducks'), 'All birds')",Birds,General,False,False,"('Pelicans', 'Ducks')",All birds,69.85714285714286,0.37012987012987014,7
689,"(('Pelicans', 'Falcons'), 'Canaries')",Birds,Specific,False,False,"('Pelicans', 'Falcons')",Canaries,69.75,0.42045454545454547,8
690,"(('Pelicans', 'Falcons'), 'Herons')",Birds,Specific,False,False,"('Pelicans', 'Falcons')",Herons,65.88888888888889,0.44949494949494956,9
691,"(('Pelicans', 'Herons'), 'Doves')",Birds,Specific,False,False,"('Pelicans', 'Herons')",Doves,75.0,0.7121212121212122,9
692,"(('Pelicans', 'Ostriches'), 'Canaries')",Birds,Specific,False,False,"('Pelicans', 'Ostriches')",Canaries,54.333333333333336,0.33333333333333326,9
693,"(('Pelicans', 'Peacocks'), 'All birds')",Birds,General,False,False,"('Pelicans', 'Peacocks')",All birds,55.75,0.6193181818181818,8
694,"(('Pelicans', 'Storks'), 'All birds')",Birds,General,False,False,"('Pelicans', 'Storks')",All birds,54.2,0.2909090909090909,5
695,"(('Pelicans', 'Swallows'), 'All birds')",Birds,General,False,False,"('Pelicans', 'Swallows')",All birds,70.0,0.6454545454545455,5
696,"(('Pelicans', 'Swans'), 'All birds')",Birds,General,False,False,"('Pelicans', 'Swans')",All birds,49.5,0.28030303030303033,6
697,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,42.327586206896555,0.43678160919540227,58
698,"(('Rabbits',), 'Foxes')",Mammals,Specific,True,False,"('Rabbits',)",Foxes,53.6,0.5111111111111112,10
699,"(('Rabbits',), 'Hippos')",Mammals,Specific,True,False,"('Rabbits',)",Hippos,26.0,0.18930041152263372,9
700,"(('Rabbits',), 'Horses')",Mammals,Specific,True,False,"('Rabbits',)",Horses,27.5,0.36574074074074076,8
701,"(('Rabbits',), 'Lions')",Mammals,Specific,True,False,"('Rabbits',)",Lions,41.375,0.4513888888888889,8
702,"(('Rabbits',), 'Rhinos')",Mammals,Specific,True,False,"('Rabbits',)",Rhinos,24.57894736842105,0.21637426900584794,19
703,"(('Rabbits',), 'Tigers')",Mammals,Specific,True,False,"('Rabbits',)",Tigers,31.625,0.32291666666666663,16
704,"(('Rabbits', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Hamsters')",All mammals,46.0,0.40151515151515144,6
705,"(('Rabbits', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Hedgehogs')",All mammals,42.6,0.3181818181818182,5
706,"(('Rabbits', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Horses')",All mammals,67.33333333333333,0.6742424242424243,6
707,"(('Rabbits', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Lions')",All mammals,61.0,0.4772727272727273,6
708,"(('Rabbits', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Llamas')",All mammals,62.5,0.5,4
709,"(('Rabbits', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Rabbits', 'Squirrels')",All mammals,49.142857142857146,0.3766233766233766,7
710,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,41.12068965517241,0.3847381864623245,58
711,"(('Rhinos',), 'Mice')",Mammals,Specific,True,False,"('Rhinos',)",Mice,27.833333333333332,0.1635802469135802,18
712,"(('Rhinos',), 'Rabbits')",Mammals,Specific,True,False,"('Rhinos',)",Rabbits,39.111111111111114,0.3641975308641976,9
713,"(('Rhinos',), 'Squirrels')",Mammals,Specific,True,False,"('Rhinos',)",Squirrels,26.0,0.16898148148148145,8
714,"(('Rhinos',), 'Wolves')",Mammals,Specific,True,False,"('Rhinos',)",Wolves,30.392857142857142,0.31216931216931215,28
715,"(('Rhinos', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Beavers')",All mammals,54.142857142857146,0.525974025974026,7
716,"(('Rhinos', 'Camels'), 'Mice')",Mammals,Specific,False,False,"('Rhinos', 'Camels')",Mice,45.55555555555556,0.26262626262626265,9
717,"(('Rhinos', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Donkeys')",All mammals,69.0,0.6168831168831169,7
718,"(('Rhinos', 'Elephants'), 'Squirrels')",Mammals,Specific,False,False,"('Rhinos', 'Elephants')",Squirrels,33.5,0.26704545454545453,8
719,"(('Rhinos', 'Elephants'), 'Wolves')",Mammals,Specific,False,False,"('Rhinos', 'Elephants')",Wolves,47.0,0.32272727272727264,10
720,"(('Rhinos', 'Giraffes'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Giraffes')",All mammals,69.4,0.5272727272727272,5
721,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Hippos')",All mammals,65.625,0.5738636363636364,8
722,"(('Rhinos', 'Hippos'), 'Rabbits')",Mammals,Specific,False,False,"('Rhinos', 'Hippos')",Rabbits,40.22222222222222,0.2727272727272727,9
723,"(('Robins',), 'All birds')",Birds,General,True,False,"('Robins',)",All birds,53.676923076923075,0.6068376068376068,65
724,"(('Robins',), 'Doves')",Birds,Specific,True,False,"('Robins',)",Doves,69.55555555555556,0.6481481481481481,9
725,"(('Robins',), 'Eagles')",Birds,Specific,True,False,"('Robins',)",Eagles,54.4,0.4981481481481482,10
726,"(('Robins',), 'Falcons')",Birds,Specific,True,False,"('Robins',)",Falcons,53.36,0.5133333333333334,25
727,"(('Robins',), 'Herons')",Birds,Specific,True,False,"('Robins',)",Herons,60.333333333333336,0.4238683127572017,9
728,"(('Robins',), 'Parrots')",Birds,Specific,True,False,"('Robins',)",Parrots,60.111111111111114,0.6193415637860081,9
729,"(('Robins',), 'Peacocks')",Birds,Specific,True,False,"('Robins',)",Peacocks,44.44444444444444,0.3477366255144033,9
730,"(('Robins',), 'Pelicans')",Birds,Specific,True,False,"('Robins',)",Pelicans,51.375,0.28935185185185186,8
731,"(('Robins',), 'Roosters')",Birds,Specific,True,False,"('Robins',)",Roosters,47.0,0.4111111111111111,10
732,"(('Robins',), 'Sparrows')",Birds,Specific,True,False,"('Robins',)",Sparrows,79.5,0.8541666666666667,8
733,"(('Robins', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Robins', 'Blackbirds')",All birds,54.666666666666664,0.37878787878787873,6
734,"(('Robins', 'Canaries'), 'Eagles')",Birds,Specific,False,False,"('Robins', 'Canaries')",Eagles,59.6,0.5681818181818181,10
735,"(('Robins', 'Parrots'), 'Doves')",Birds,Specific,False,False,"('Robins', 'Parrots')",Doves,69.88888888888889,0.6262626262626262,9
736,"(('Robins', 'Sparrows'), 'Pelicans')",Birds,Specific,False,False,"('Robins', 'Sparrows')",Pelicans,57.125,0.2954545454545454,8
737,"(('Robins', 'Swallows'), 'Peacocks')",Birds,Specific,False,False,"('Robins', 'Swallows')",Peacocks,53.22222222222222,0.3787878787878788,9
738,"(('Rockets',), 'Airplanes')",Vehicles,Specific,True,False,"('Rockets',)",Airplanes,51.857142857142854,0.6957671957671957,7
739,"(('Rockets',), 'All vehicles')",Vehicles,General,True,False,"('Rockets',)",All vehicles,27.363636363636363,0.26262626262626265,66
740,"(('Rockets',), 'Bicycles')",Vehicles,Specific,True,False,"('Rockets',)",Bicycles,20.608695652173914,0.24074074074074076,23
741,"(('Rockets',), 'Mopeds')",Vehicles,Specific,True,False,"('Rockets',)",Mopeds,34.125,0.3379629629629629,8
742,"(('Rockets',), 'Submarines')",Vehicles,Specific,True,False,"('Rockets',)",Submarines,42.4,0.3425925925925926,10
743,"(('Rockets',), 'Trams')",Vehicles,Specific,True,False,"('Rockets',)",Trams,32.44444444444444,0.23971193415637856,18
744,"(('Rockets', 'Airplanes'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Airplanes')",All vehicles,72.57142857142857,0.6363636363636364,7
745,"(('Rockets', 'Bicycles'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Bicycles')",All vehicles,46.0,0.3068181818181818,4
746,"(('Rockets', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Boats')",All vehicles,51.75,0.5340909090909091,8
747,"(('Rockets', 'Carriages'), 'Submarines')",Vehicles,Specific,False,False,"('Rockets', 'Carriages')",Submarines,50.9,0.3318181818181818,10
748,"(('Rockets', 'Motorbikes'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Motorbikes')",All vehicles,59.5,0.6022727272727273,4
749,"(('Rockets', 'Sleds'), 'Bicycles')",Vehicles,Specific,False,False,"('Rockets', 'Sleds')",Bicycles,40.125,0.2272727272727273,8
750,"(('Rockets', 'Submarines'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Submarines')",All vehicles,54.57142857142857,0.44155844155844154,7
751,"(('Rockets', 'Taxis'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Taxis')",All vehicles,49.833333333333336,0.5681818181818182,6
752,"(('Rockets', 'Trains'), 'Submarines')",Vehicles,Specific,False,False,"('Rockets', 'Trains')",Submarines,59.2,0.5363636363636364,10
753,"(('Rockets', 'Trams'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Trams')",All vehicles,64.57142857142857,0.5,7
754,"(('Rockets', 'Vans'), 'All vehicles')",Vehicles,General,False,False,"('Rockets', 'Vans')",All vehicles,47.875,0.534090909090909,8
755,"(('Rockets', 'Zeppelins'), 'Mopeds')",Vehicles,Specific,False,False,"('Rockets', 'Zeppelins')",Mopeds,34.125,0.2784090909090909,8
756,"(('Roosters',), 'All birds')",Birds,General,True,False,"('Roosters',)",All birds,42.6,0.41994301994302,65
757,"(('Roosters',), 'Blackbirds')",Birds,Specific,True,False,"('Roosters',)",Blackbirds,56.125,0.3842592592592592,8
758,"(('Roosters',), 'Chickens')",Birds,Specific,True,False,"('Roosters',)",Chickens,79.33333333333333,0.8679012345679012,15
759,"(('Roosters',), 'Eagles')",Birds,Specific,True,False,"('Roosters',)",Eagles,55.111111111111114,0.4547325102880658,9
760,"(('Roosters',), 'Parrots')",Birds,Specific,True,False,"('Roosters',)",Parrots,52.473684210526315,0.45321637426900585,19
761,"(('Roosters',), 'Robins')",Birds,Specific,True,False,"('Roosters',)",Robins,44.0,0.41666666666666663,8
762,"(('Roosters', 'Canaries'), 'All birds')",Birds,General,False,False,"('Roosters', 'Canaries')",All birds,68.2,0.5363636363636364,5
763,"(('Roosters', 'Chickens'), 'All birds')",Birds,General,False,False,"('Roosters', 'Chickens')",All birds,45.125,0.4431818181818181,8
764,"(('Roosters', 'Chickens'), 'Blackbirds')",Birds,Specific,False,False,"('Roosters', 'Chickens')",Blackbirds,69.5,0.5284090909090909,8
765,"(('Roosters', 'Doves'), 'Robins')",Birds,Specific,False,False,"('Roosters', 'Doves')",Robins,51.5,0.48863636363636365,8
766,"(('Roosters', 'Peacocks'), 'All birds')",Birds,General,False,False,"('Roosters', 'Peacocks')",All birds,68.28571428571429,0.4090909090909091,7
767,"(('Roosters', 'Robins'), 'Parrots')",Birds,Specific,False,False,"('Roosters', 'Robins')",Parrots,60.44444444444444,0.3585858585858586,9
768,"(('Roosters', 'Seagulls'), 'Eagles')",Birds,Specific,False,False,"('Roosters', 'Seagulls')",Eagles,64.33333333333333,0.4848484848484848,9
769,"(('Roosters', 'Sparrows'), 'All birds')",Birds,General,False,False,"('Roosters', 'Sparrows')",All birds,65.0,0.6181818181818182,5
770,"(('Roosters', 'Swans'), 'Chickens')",Birds,Specific,False,False,"('Roosters', 'Swans')",Chickens,73.85714285714286,0.6558441558441558,7
771,"(('Seagulls',), 'All birds')",Birds,General,True,False,"('Seagulls',)",All birds,49.323076923076925,0.514814814814815,65
772,"(('Seagulls',), 'Eagles')",Birds,Specific,True,False,"('Seagulls',)",Eagles,64.47058823529412,0.6427015250544663,17
773,"(('Seagulls',), 'Falcons')",Birds,Specific,True,False,"('Seagulls',)",Falcons,62.44444444444444,0.6419753086419754,9
774,"(('Seagulls',), 'Robins')",Birds,Specific,True,False,"('Seagulls',)",Robins,49.625,0.3472222222222222,8
775,"(('Seagulls',), 'Roosters')",Birds,Specific,True,False,"('Seagulls',)",Roosters,44.77777777777778,0.279835390946502,18
776,"(('Seagulls',), 'Storks')",Birds,Specific,True,False,"('Seagulls',)",Storks,66.88888888888889,0.6604938271604939,9
777,"(('Seagulls',), 'Turkeys')",Birds,Specific,True,False,"('Seagulls',)",Turkeys,40.7,0.1981481481481481,10
778,"(('Seagulls', 'Blackbirds'), 'All birds')",Birds,General,False,False,"('Seagulls', 'Blackbirds')",All birds,64.28571428571429,0.6038961038961039,7
779,"(('Seagulls', 'Chickens'), 'Roosters')",Birds,Specific,False,False,"('Seagulls', 'Chickens')",Roosters,77.66666666666667,0.7373737373737375,9
780,"(('Seagulls', 'Ducks'), 'All birds')",Birds,General,False,False,"('Seagulls', 'Ducks')",All birds,59.36363636363637,0.48760330578512395,11
781,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,47.810344827586206,0.491698595146871,58
782,"(('Sheep',), 'Beavers')",Mammals,Specific,True,False,"('Sheep',)",Beavers,27.2,0.39259259259259255,10
783,"(('Sheep',), 'Deer')",Mammals,Specific,True,False,"('Sheep',)",Deer,52.22222222222222,0.5555555555555556,9
784,"(('Sheep',), 'Elephants')",Mammals,Specific,True,False,"('Sheep',)",Elephants,35.10526315789474,0.3703703703703704,19
785,"(('Sheep',), 'Hedgehogs')",Mammals,Specific,True,False,"('Sheep',)",Hedgehogs,42.77777777777778,0.41769547325102885,9
786,"(('Sheep',), 'Llamas')",Mammals,Specific,True,False,"('Sheep',)",Llamas,60.733333333333334,0.6870370370370371,30
787,"(('Sheep',), 'Mice')",Mammals,Specific,True,False,"('Sheep',)",Mice,27.0,0.3314814814814815,10
788,"(('Sheep',), 'Rabbits')",Mammals,Specific,True,False,"('Sheep',)",Rabbits,41.27777777777778,0.5041152263374484,18
789,"(('Sheep', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Sheep', 'Beavers')",All mammals,77.8,0.6181818181818182,5
790,"(('Sheep', 'Camels'), 'All mammals')",Mammals,General,False,False,"('Sheep', 'Camels')",All mammals,52.5,0.47727272727272724,6
791,"(('Sheep', 'Dogs'), 'Rabbits')",Mammals,Specific,False,False,"('Sheep', 'Dogs')",Rabbits,45.4,0.4227272727272727,10
792,"(('Sheep', 'Elephants'), 'Hedgehogs')",Mammals,Specific,False,False,"('Sheep', 'Elephants')",Hedgehogs,59.44444444444444,0.42424242424242425,9
793,"(('Sheep', 'Giraffes'), 'Elephants')",Mammals,Specific,False,False,"('Sheep', 'Giraffes')",Elephants,65.4,0.5318181818181819,10
794,"(('Sheep', 'Hippos'), 'Deer')",Mammals,Specific,False,False,"('Sheep', 'Hippos')",Deer,54.0,0.6111111111111112,9
795,"(('Sheep', 'Zebras'), 'Beavers')",Mammals,Specific,False,False,"('Sheep', 'Zebras')",Beavers,30.6,0.25,10
796,"(('Skateboards',), 'All vehicles')",Vehicles,General,True,False,"('Skateboards',)",All vehicles,30.681818181818183,0.3411896745230078,66
797,"(('Skateboards',), 'Carts')",Vehicles,Specific,True,False,"('Skateboards',)",Carts,54.9,0.5185185185185186,10
798,"(('Skateboards',), 'Helicopters')",Vehicles,Specific,True,False,"('Skateboards',)",Helicopters,22.0,0.09259259259259259,10
799,"(('Skateboards',), 'Mopeds')",Vehicles,Specific,True,False,"('Skateboards',)",Mopeds,46.9,0.4888888888888888,10
800,"(('Skateboards',), 'Rockets')",Vehicles,Specific,True,False,"('Skateboards',)",Rockets,22.125,0.2013888888888889,8
801,"(('Skateboards',), 'Tractors')",Vehicles,Specific,True,False,"('Skateboards',)",Tractors,32.8,0.30740740740740746,10
802,"(('Skateboards',), 'Zeppelins')",Vehicles,Specific,True,False,"('Skateboards',)",Zeppelins,23.470588235294116,0.3257080610021786,17
803,"(('Skateboards', 'Bicycles'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Bicycles')",All vehicles,38.833333333333336,0.3409090909090909,6
804,"(('Skateboards', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Skateboards', 'Boats')",All vehicles,45.0,0.44696969696969685,6
