,uid,tid,trialId,premises0,conclusion0,conclusionType,rating
20017,54,tid_experiment2_dedeyne_participant11,tc36,Beavers:Rabbits,All mammals,general,40
20018,54,tid_experiment2_dedeyne_participant11,tc37,Camels:Cows,All mammals,general,34
20019,54,tid_experiment2_dedeyne_participant11,tc3,Hedgehogs,All mammals,general,16
20020,54,tid_experiment2_dedeyne_participant11,tc4,Cats,All mammals,general,21
20021,54,tid_experiment2_dedeyne_participant11,tc5,Rabbits,All mammals,general,20
20022,54,tid_experiment2_dedeyne_participant11,tc6,Donkeys,All mammals,general,15
20023,54,tid_experiment2_dedeyne_participant11,tc7,Dogs,All mammals,general,16
20024,54,tid_experiment2_dedeyne_participant11,tc8,All animals,All mammals,general,100
20025,54,tid_experiment2_dedeyne_participant11,tc9,Hamsters,All mammals,general,19
20026,428,tid_experiment2_dedeyne_participant179,tc0,Jeeps,Cars,specific,100
20027,428,tid_experiment2_dedeyne_participant179,tc10,Jeeps,Tractors,specific,87
20028,428,tid_experiment2_dedeyne_participant179,tc11,Helicopters,Sleds,specific,3
20029,428,tid_experiment2_dedeyne_participant179,tc12,Trucks,Submarines,specific,42
20030,428,tid_experiment2_dedeyne_participant179,tc13,Carriages,Motorbikes,specific,13
20031,428,tid_experiment2_dedeyne_participant179,tc14,Buses,Airplanes,specific,12
20032,428,tid_experiment2_dedeyne_participant179,tc15,Boats,Cars,specific,62
20033,428,tid_experiment2_dedeyne_participant179,tc16,Taxis,Cabs,specific,100
20034,428,tid_experiment2_dedeyne_participant179,tc17,Rockets,Airplanes,specific,43
20035,428,tid_experiment2_dedeyne_participant179,tc18,Rockets,Bicycles,specific,64
20036,428,tid_experiment2_dedeyne_participant179,tc19,Caravans,Skateboards,specific,5
20037,428,tid_experiment2_dedeyne_participant179,tc1,Zeppelins,Bicycles,specific,11
20038,428,tid_experiment2_dedeyne_participant179,tc20,Trucks,Buses,specific,78
20039,428,tid_experiment2_dedeyne_participant179,tc21,Carriages,Jeeps,specific,81
20040,428,tid_experiment2_dedeyne_participant179,tc22,Airplanes,Bicycles,specific,7
20041,428,tid_experiment2_dedeyne_participant179,tc23,Carts,Caravans,specific,80
20042,428,tid_experiment2_dedeyne_participant179,tc24,Mopeds,Scooters,specific,93
20043,428,tid_experiment2_dedeyne_participant179,tc25,Mopeds,Motorbikes,specific,92
20044,428,tid_experiment2_dedeyne_participant179,tc26,Cars,Caravans,specific,78
20045,428,tid_experiment2_dedeyne_participant179,tc27,Trucks:Motorbikes,Buses,specific,83
20046,428,tid_experiment2_dedeyne_participant179,tc28,Carts:Cars,Caravans,specific,81
20047,428,tid_experiment2_dedeyne_participant179,tc29,Boats:Jeeps,Cars,specific,93
20048,428,tid_experiment2_dedeyne_participant179,tc2,Boats,Caravans,specific,61
20049,428,tid_experiment2_dedeyne_participant179,tc30,Buses:Rockets,Airplanes,specific,61
20050,428,tid_experiment2_dedeyne_participant179,tc31,Tractors:Skateboards,Zeppelins,specific,23
20051,428,tid_experiment2_dedeyne_participant179,tc32,Locomotives:Trams,Trains,specific,45
20052,428,tid_experiment2_dedeyne_participant179,tc33,Carriages:Rockets,Bicycles,specific,15
20053,428,tid_experiment2_dedeyne_participant179,tc34,Trucks:Trains,Submarines,specific,59
20054,428,tid_experiment2_dedeyne_participant179,tc35,Carriages:Mopeds,Motorbikes,specific,89
20055,428,tid_experiment2_dedeyne_participant179,tc36,Zeppelins:Airplanes,Bicycles,specific,47
20056,428,tid_experiment2_dedeyne_participant179,tc37,Helicopters:Cars,Sleds,specific,5
20057,428,tid_experiment2_dedeyne_participant179,tc3,Carriages,Bicycles,specific,34
20058,428,tid_experiment2_dedeyne_participant179,tc4,Trains,Submarines,specific,8
20059,428,tid_experiment2_dedeyne_participant179,tc5,Cars,Sleds,specific,3
20060,428,tid_experiment2_dedeyne_participant179,tc6,Motorbikes,Buses,specific,73
20061,428,tid_experiment2_dedeyne_participant179,tc7,Skateboards,Zeppelins,specific,13
20062,428,tid_experiment2_dedeyne_participant179,tc8,Trucks,Lorries,specific,47
20063,428,tid_experiment2_dedeyne_participant179,tc9,Tractors,Zeppelins,specific,25
20064,538,tid_experiment2_dedeyne_participant118,tc0,Vans,Taxis,specific,71
20065,538,tid_experiment2_dedeyne_participant118,tc10,Motorbikes,Carriages,specific,35
20066,538,tid_experiment2_dedeyne_participant118,tc11,Bicycles,Carriages,specific,35
20067,538,tid_experiment2_dedeyne_participant118,tc12,Carriages,Submarines,specific,13
20068,538,tid_experiment2_dedeyne_participant118,tc13,Carts,Carriages,specific,43
20069,538,tid_experiment2_dedeyne_participant118,tc14,Trains,Submarines,specific,32
20070,538,tid_experiment2_dedeyne_participant118,tc15,Vans,Trains,specific,33
20071,538,tid_experiment2_dedeyne_participant118,tc16,Taxis,Cabs,specific,94
20072,538,tid_experiment2_dedeyne_participant118,tc17,Taxis,Trains,specific,53
20073,538,tid_experiment2_dedeyne_participant118,tc18,Rockets,Submarines,specific,20
20074,538,tid_experiment2_dedeyne_participant118,tc19,Motorbikes,Cars,specific,42
20075,538,tid_experiment2_dedeyne_participant118,tc1,Cars,Taxis,specific,84
20076,538,tid_experiment2_dedeyne_participant118,tc20,Sleds,Helicopters,specific,16
20077,538,tid_experiment2_dedeyne_participant118,tc21,Trucks,Trains,specific,42
20078,538,tid_experiment2_dedeyne_participant118,tc22,Helicopters,Jeeps,specific,11
20079,538,tid_experiment2_dedeyne_participant118,tc23,Skateboards,Helicopters,specific,3
20080,538,tid_experiment2_dedeyne_participant118,tc24,Mopeds,Scooters,specific,89
20081,538,tid_experiment2_dedeyne_participant118,tc25,Boats,Mopeds,specific,7
20082,538,tid_experiment2_dedeyne_participant118,tc26,Submarines,Tractors,specific,10
20083,538,tid_experiment2_dedeyne_participant118,tc27,Skateboards:Sleds,Helicopters,specific,29
20084,538,tid_experiment2_dedeyne_participant118,tc28,Rockets:Carriages,Submarines,specific,4
20085,538,tid_experiment2_dedeyne_participant118,tc29,Cars:Bicycles,Carriages,specific,28
20086,538,tid_experiment2_dedeyne_participant118,tc2,Carts,Caravans,specific,46
20087,538,tid_experiment2_dedeyne_participant118,tc30,Motorbikes:Buses,Trains,specific,11
20088,538,tid_experiment2_dedeyne_participant118,tc31,Submarines:Boats,Tractors,specific,77
20089,538,tid_experiment2_dedeyne_participant118,tc32,Locomotives:Trams,Trains,specific,35
20090,538,tid_experiment2_dedeyne_participant118,tc33,Carts:Motorbikes,Carriages,specific,18
20091,538,tid_experiment2_dedeyne_participant118,tc34,Trams:Taxis,Trains,specific,33
20092,538,tid_experiment2_dedeyne_participant118,tc35,Rockets:Trains,Submarines,specific,12
20093,538,tid_experiment2_dedeyne_participant118,tc36,Vans:Trucks,Trains,specific,78
20094,538,tid_experiment2_dedeyne_participant118,tc37,Vans:Cars,Taxis,specific,73
20095,538,tid_experiment2_dedeyne_participant118,tc3,Trams,Trains,specific,86
20096,538,tid_experiment2_dedeyne_participant118,tc4,Cars,Carriages,specific,72
20097,538,tid_experiment2_dedeyne_participant118,tc5,Buses,Trains,specific,70
20098,538,tid_experiment2_dedeyne_participant118,tc6,Vans,Cars,specific,73
20099,538,tid_experiment2_dedeyne_participant118,tc7,Boats,Tractors,specific,49
20100,538,tid_experiment2_dedeyne_participant118,tc8,Trucks,Lorries,specific,68
20101,538,tid_experiment2_dedeyne_participant118,tc9,Motorbikes,Trains,specific,41
20102,165,tid_experiment2_dedeyne_participant374,tc0,Swans:Canaries,Eagles,specific,100
20103,165,tid_experiment2_dedeyne_participant374,tc10,Chickens:Sparrows,Robins,specific,46
20104,165,tid_experiment2_dedeyne_participant374,tc11,Vultures,Turkeys,specific,80
20105,165,tid_experiment2_dedeyne_participant374,tc12,Canaries,Pelicans,specific,57
20106,165,tid_experiment2_dedeyne_participant374,tc13,Magpies,Woodpeckers,specific,49
20107,165,tid_experiment2_dedeyne_participant374,tc14,Vultures,Woodpeckers,specific,61
20108,165,tid_experiment2_dedeyne_participant374,tc15,Seagulls,Eagles,specific,100
20109,165,tid_experiment2_dedeyne_participant374,tc16,Crows,Ravens,specific,100
20110,165,tid_experiment2_dedeyne_participant374,tc17,Turkeys,Swallows,specific,42
20111,165,tid_experiment2_dedeyne_participant374,tc18,Ducks,Turkeys,specific,53
20112,165,tid_experiment2_dedeyne_participant374,tc19,Vultures,Herons,specific,47
20113,165,tid_experiment2_dedeyne_participant374,tc1,Blackbirds:Eagles,Falcons,specific,100
20114,165,tid_experiment2_dedeyne_participant374,tc20,Chickens,Storks,specific,40
20115,165,tid_experiment2_dedeyne_participant374,tc21,Blackbirds,Swallows,specific,100
20116,165,tid_experiment2_dedeyne_participant374,tc22,Canaries,Eagles,specific,81
20117,165,tid_experiment2_dedeyne_participant374,tc23,Ducks,Eagles,specific,44
20118,165,tid_experiment2_dedeyne_participant374,tc24,Hawks,Falcons,specific,100
20119,165,tid_experiment2_dedeyne_participant374,tc25,Turkeys,Herons,specific,40
20120,165,tid_experiment2_dedeyne_participant374,tc26,Swans,Eagles,specific,49
20121,165,tid_experiment2_dedeyne_participant374,tc27,Canaries,Storks,specific,80
20122,165,tid_experiment2_dedeyne_participant374,tc28,Sparrows,Robins,specific,100
20123,165,tid_experiment2_dedeyne_participant374,tc29,Chickens,Robins,specific,46
20124,165,tid_experiment2_dedeyne_participant374,tc2,Woodpeckers:Seagulls,Eagles,specific,100
20125,165,tid_experiment2_dedeyne_participant374,tc30,Eagles,Falcons,specific,100
20126,165,tid_experiment2_dedeyne_participant374,tc31,Parrots,Roosters,specific,54
20127,165,tid_experiment2_dedeyne_participant374,tc32,Pigeons,Doves,specific,100
20128,165,tid_experiment2_dedeyne_participant374,tc33,Blackbirds,Canaries,specific,100
20129,165,tid_experiment2_dedeyne_participant374,tc34,Woodpeckers,Eagles,specific,80
20130,165,tid_experiment2_dedeyne_participant374,tc35,Blackbirds,Falcons,specific,61
20131,165,tid_experiment2_dedeyne_participant374,tc36,Sparrows,Pelicans,specific,59
20132,165,tid_experiment2_dedeyne_participant374,tc37,Storks,Eagles,specific,81
20133,165,tid_experiment2_dedeyne_participant374,tc3,Canaries:Sparrows,Pelicans,specific,100
20134,165,tid_experiment2_dedeyne_participant374,tc4,Ducks:Storks,Eagles,specific,62
20135,165,tid_experiment2_dedeyne_participant374,tc5,Vultures:Turkeys,Herons,specific,60
20136,165,tid_experiment2_dedeyne_participant374,tc6,Ducks:Vultures,Turkeys,specific,61
20137,165,tid_experiment2_dedeyne_participant374,tc7,Vultures:Magpies,Woodpeckers,specific,79
20138,165,tid_experiment2_dedeyne_participant374,tc8,Hawks:Eagles,Falcons,specific,100
20139,165,tid_experiment2_dedeyne_participant374,tc9,Canaries:Chickens,Storks,specific,52
20140,350,tid_experiment2_dedeyne_participant568,tc0,Cars:Taxis,All vehicles,general,53
20141,350,tid_experiment2_dedeyne_participant568,tc10,Skateboards:Bicycles,All vehicles,general,16
20142,350,tid_experiment2_dedeyne_participant568,tc11,Zeppelins,All vehicles,general,5
20143,350,tid_experiment2_dedeyne_participant568,tc12,Hovercraft,All vehicles,general,10
20144,350,tid_experiment2_dedeyne_participant568,tc13,Motorbikes,All vehicles,general,11
20145,350,tid_experiment2_dedeyne_participant568,tc14,Trains,All vehicles,general,7
20146,350,tid_experiment2_dedeyne_participant568,tc15,Buses,All vehicles,general,10
20147,350,tid_experiment2_dedeyne_participant568,tc16,All man-made things,All vehicles,general,100
20148,350,tid_experiment2_dedeyne_participant568,tc17,Mopeds,All vehicles,general,10
20149,350,tid_experiment2_dedeyne_participant568,tc18,Boats,All vehicles,general,13
20150,350,tid_experiment2_dedeyne_participant568,tc19,Rockets,All vehicles,general,10
20151,350,tid_experiment2_dedeyne_participant568,tc1,Bicycles:Sleds,All vehicles,general,23
20152,350,tid_experiment2_dedeyne_participant568,tc20,Taxis,All vehicles,general,14
20153,350,tid_experiment2_dedeyne_participant568,tc21,Jeeps,All vehicles,general,10
20154,350,tid_experiment2_dedeyne_participant568,tc22,Carts,All vehicles,general,100
20155,350,tid_experiment2_dedeyne_participant568,tc23,Trams,All vehicles,general,100
20156,350,tid_experiment2_dedeyne_participant568,tc24,All things,All vehicles,general,100
20157,350,tid_experiment2_dedeyne_participant568,tc25,Submarines,All vehicles,general,100
20158,350,tid_experiment2_dedeyne_participant568,tc26,Vans,All vehicles,general,100
20159,350,tid_experiment2_dedeyne_participant568,tc27,Airplanes,All vehicles,general,100
20160,350,tid_experiment2_dedeyne_participant568,tc28,Cars,All vehicles,general,99
20161,350,tid_experiment2_dedeyne_participant568,tc29,Helicopters,All vehicles,general,100
20162,350,tid_experiment2_dedeyne_participant568,tc2,Submarines:Cars,All vehicles,general,31
20163,350,tid_experiment2_dedeyne_participant568,tc30,Caravans,All vehicles,general,99
20164,350,tid_experiment2_dedeyne_participant568,tc31,Tractors,All vehicles,general,92
20165,350,tid_experiment2_dedeyne_participant568,tc32,All things that can move,All vehicles,general,100
20166,350,tid_experiment2_dedeyne_participant568,tc33,Skateboards,All vehicles,general,100
20167,350,tid_experiment2_dedeyne_participant568,tc34,Trucks,All vehicles,general,99
20168,350,tid_experiment2_dedeyne_participant568,tc35,Sleds,All vehicles,general,99
20169,350,tid_experiment2_dedeyne_participant568,tc36,Carriages,All vehicles,general,99
20170,350,tid_experiment2_dedeyne_participant568,tc37,Bicycles,All vehicles,general,99
20171,350,tid_experiment2_dedeyne_participant568,tc3,Airplanes:Taxis,All vehicles,general,27
20172,350,tid_experiment2_dedeyne_participant568,tc4,Carriages:Zeppelins,All vehicles,general,3
20173,350,tid_experiment2_dedeyne_participant568,tc5,Hovercraft:Airplanes,All vehicles,general,26
20174,350,tid_experiment2_dedeyne_participant568,tc6,Caravans:Sleds,All vehicles,general,6
20175,350,tid_experiment2_dedeyne_participant568,tc7,Bicycles:Trams,All vehicles,general,19
20176,350,tid_experiment2_dedeyne_participant568,tc8,All transport:All moving things,All vehicles,general,100
20177,350,tid_experiment2_dedeyne_participant568,tc9,Zeppelins:Submarines,All vehicles,general,4
20178,114,tid_experiment2_dedeyne_participant97,tc0,Roosters,Eagles,specific,50
20179,114,tid_experiment2_dedeyne_participant97,tc10,Magpies,Turkeys,specific,48
20180,114,tid_experiment2_dedeyne_participant97,tc11,Magpies,Ducks,specific,31
20181,114,tid_experiment2_dedeyne_participant97,tc12,Turkeys,Chickens,specific,74
20182,114,tid_experiment2_dedeyne_participant97,tc13,Ostriches,Canaries,specific,31
20183,114,tid_experiment2_dedeyne_participant97,tc14,Doves,Storks,specific,70
20184,114,tid_experiment2_dedeyne_participant97,tc15,Sparrows,Chickens,specific,32
20185,114,tid_experiment2_dedeyne_participant97,tc16,Hawks,Falcons,specific,75
20186,114,tid_experiment2_dedeyne_participant97,tc17,Turkeys,Swallows,specific,28
20187,114,tid_experiment2_dedeyne_participant97,tc18,Blackbirds,Doves,specific,34
20188,114,tid_experiment2_dedeyne_participant97,tc19,Doves,Swallows,specific,30
20189,114,tid_experiment2_dedeyne_participant97,tc1,Storks,Canaries,specific,71
20190,114,tid_experiment2_dedeyne_participant97,tc20,Herons,Crows,specific,35
20191,114,tid_experiment2_dedeyne_participant97,tc21,Canaries,Storks,specific,37
20192,114,tid_experiment2_dedeyne_participant97,tc22,Turkeys,Pelicans,specific,9
20193,114,tid_experiment2_dedeyne_participant97,tc23,Ducks,Magpies,specific,32
20194,114,tid_experiment2_dedeyne_participant97,tc24,Pigeons,Doves,specific,66
20195,114,tid_experiment2_dedeyne_participant97,tc25,Crows,Robins,specific,41
20196,114,tid_experiment2_dedeyne_participant97,tc26,Ostriches,Magpies,specific,50
20197,114,tid_experiment2_dedeyne_participant97,tc27,Sparrows:Turkeys,Chickens,specific,54
20198,114,tid_experiment2_dedeyne_participant97,tc28,Roosters:Seagulls,Eagles,specific,20
20199,114,tid_experiment2_dedeyne_participant97,tc29,Doves:Herons,Storks,specific,57
20200,114,tid_experiment2_dedeyne_participant97,tc2,Herons,Storks,specific,40
20201,114,tid_experiment2_dedeyne_participant97,tc30,Ducks:Magpies,Turkeys,specific,24
20202,114,tid_experiment2_dedeyne_participant97,tc31,Ostriches:Ducks,Magpies,specific,34
20203,114,tid_experiment2_dedeyne_participant97,tc32,Hawks:Eagles,Falcons,specific,64
20204,114,tid_experiment2_dedeyne_participant97,tc33,Crows:Eagles,Robins,specific,31
20205,114,tid_experiment2_dedeyne_participant97,tc34,Turkeys:Doves,Swallows,specific,32
20206,114,tid_experiment2_dedeyne_participant97,tc35,Herons:Blackbirds,Doves,specific,38
20207,114,tid_experiment2_dedeyne_participant97,tc36,Ostriches:Storks,Canaries,specific,22
20208,114,tid_experiment2_dedeyne_participant97,tc37,Canaries:Seagulls,Storks,specific,72
20209,114,tid_experiment2_dedeyne_participant97,tc3,Ducks,Chickens,specific,37
20210,114,tid_experiment2_dedeyne_participant97,tc4,Herons,Doves,specific,35
20211,114,tid_experiment2_dedeyne_participant97,tc5,Seagulls,Eagles,specific,73
20212,114,tid_experiment2_dedeyne_participant97,tc6,Seagulls,Storks,specific,79
20213,114,tid_experiment2_dedeyne_participant97,tc7,Ducks,Turkeys,specific,33
20214,114,tid_experiment2_dedeyne_participant97,tc8,Crows,Ravens,specific,72
20215,114,tid_experiment2_dedeyne_participant97,tc9,Eagles,Robins,specific,31
20216,96,tid_experiment2_dedeyne_participant483,tc0,Boats:Jeeps,Cars,specific,100
20217,96,tid_experiment2_dedeyne_participant483,tc10,Buses:Rockets,Airplanes,specific,100
20218,96,tid_experiment2_dedeyne_participant483,tc11,Boats,Caravans,specific,52
20219,96,tid_experiment2_dedeyne_participant483,tc12,Buses,Airplanes,specific,50
20220,96,tid_experiment2_dedeyne_participant483,tc13,Carriages,Bicycles,specific,20
20221,96,tid_experiment2_dedeyne_participant483,tc14,Mopeds,Motorbikes,specific,100
20222,96,tid_experiment2_dedeyne_participant483,tc15,Motorbikes,Buses,specific,50
20223,96,tid_experiment2_dedeyne_participant483,tc16,Trucks,Lorries,specific,100
20224,96,tid_experiment2_dedeyne_participant483,tc17,Zeppelins,Bicycles,specific,19
20225,96,tid_experiment2_dedeyne_participant483,tc18,Rockets,Airplanes,specific,100
20226,96,tid_experiment2_dedeyne_participant483,tc19,Rockets,Bicycles,specific,19
20227,96,tid_experiment2_dedeyne_participant483,tc1,Zeppelins:Airplanes,Bicycles,specific,100
20228,96,tid_experiment2_dedeyne_participant483,tc20,Caravans,Skateboards,specific,19
20229,96,tid_experiment2_dedeyne_participant483,tc21,Trucks,Buses,specific,100
20230,96,tid_experiment2_dedeyne_participant483,tc22,Jeeps,Cars,specific,100
20231,96,tid_experiment2_dedeyne_participant483,tc23,Helicopters,Sleds,specific,19
20232,96,tid_experiment2_dedeyne_participant483,tc24,Taxis,Cabs,specific,100
20233,96,tid_experiment2_dedeyne_participant483,tc25,Carriages,Jeeps,specific,100
20234,96,tid_experiment2_dedeyne_participant483,tc26,Trucks,Submarines,specific,100
20235,96,tid_experiment2_dedeyne_participant483,tc27,Cars,Sleds,specific,21
20236,96,tid_experiment2_dedeyne_participant483,tc28,Carriages,Motorbikes,specific,21
20237,96,tid_experiment2_dedeyne_participant483,tc29,Skateboards,Zeppelins,specific,18
20238,96,tid_experiment2_dedeyne_participant483,tc2,Trucks:Motorbikes,Buses,specific,100
20239,96,tid_experiment2_dedeyne_participant483,tc30,Carts,Caravans,specific,79
20240,96,tid_experiment2_dedeyne_participant483,tc31,Airplanes,Bicycles,specific,18
20241,96,tid_experiment2_dedeyne_participant483,tc32,Mopeds,Scooters,specific,100
20242,96,tid_experiment2_dedeyne_participant483,tc33,Jeeps,Tractors,specific,100
20243,96,tid_experiment2_dedeyne_participant483,tc34,Cars,Caravans,specific,100
20244,96,tid_experiment2_dedeyne_participant483,tc35,Boats,Cars,specific,100
20245,96,tid_experiment2_dedeyne_participant483,tc36,Tractors,Zeppelins,specific,100
20246,96,tid_experiment2_dedeyne_participant483,tc37,Trains,Submarines,specific,100
20247,96,tid_experiment2_dedeyne_participant483,tc3,Carriages:Mopeds,Motorbikes,specific,100
20248,96,tid_experiment2_dedeyne_participant483,tc4,Tractors:Skateboards,Zeppelins,specific,100
20249,96,tid_experiment2_dedeyne_participant483,tc5,Carts:Cars,Caravans,specific,100
20250,96,tid_experiment2_dedeyne_participant483,tc6,Helicopters:Cars,Sleds,specific,20
20251,96,tid_experiment2_dedeyne_participant483,tc7,Carriages:Rockets,Bicycles,specific,21
20252,96,tid_experiment2_dedeyne_participant483,tc8,Locomotives:Trams,Trains,specific,100
20253,96,tid_experiment2_dedeyne_participant483,tc9,Trucks:Trains,Submarines,specific,100
20254,74,tid_experiment2_dedeyne_participant420,tc0,Carts:Motorbikes,Carriages,specific,90
20255,74,tid_experiment2_dedeyne_participant420,tc10,Vans:Cars,Taxis,specific,60
20256,74,tid_experiment2_dedeyne_participant420,tc11,Vans,Cars,specific,70
20257,74,tid_experiment2_dedeyne_participant420,tc12,Motorbikes,Trains,specific,30
20258,74,tid_experiment2_dedeyne_participant420,tc13,Trams,Trains,specific,81
20259,74,tid_experiment2_dedeyne_participant420,tc14,Taxis,Trains,specific,60
20260,74,tid_experiment2_dedeyne_participant420,tc15,Rockets,Submarines,specific,50
20261,74,tid_experiment2_dedeyne_participant420,tc16,Trucks,Lorries,specific,70
20262,74,tid_experiment2_dedeyne_participant420,tc17,Helicopters,Jeeps,specific,30
20263,74,tid_experiment2_dedeyne_participant420,tc18,Bicycles,Carriages,specific,80
20264,74,tid_experiment2_dedeyne_participant420,tc19,Motorbikes,Carriages,specific,80
20265,74,tid_experiment2_dedeyne_participant420,tc1,Rockets:Carriages,Submarines,specific,60
20266,74,tid_experiment2_dedeyne_participant420,tc20,Vans,Trains,specific,10
20267,74,tid_experiment2_dedeyne_participant420,tc21,Boats,Mopeds,specific,10
20268,74,tid_experiment2_dedeyne_participant420,tc22,Boats,Tractors,specific,10
20269,74,tid_experiment2_dedeyne_participant420,tc23,Trains,Submarines,specific,20
20270,74,tid_experiment2_dedeyne_participant420,tc24,Taxis,Cabs,specific,90
20271,74,tid_experiment2_dedeyne_participant420,tc25,Sleds,Helicopters,specific,10
20272,74,tid_experiment2_dedeyne_participant420,tc26,Cars,Carriages,specific,50
20273,74,tid_experiment2_dedeyne_participant420,tc27,Cars,Taxis,specific,80
20274,74,tid_experiment2_dedeyne_participant420,tc28,Skateboards,Helicopters,specific,10
20275,74,tid_experiment2_dedeyne_participant420,tc29,Trucks,Trains,specific,20
20276,74,tid_experiment2_dedeyne_participant420,tc2,Rockets:Trains,Submarines,specific,60
20277,74,tid_experiment2_dedeyne_participant420,tc30,Carts,Caravans,specific,70
20278,74,tid_experiment2_dedeyne_participant420,tc31,Carts,Carriages,specific,80
20279,74,tid_experiment2_dedeyne_participant420,tc32,Mopeds,Scooters,specific,95
20280,74,tid_experiment2_dedeyne_participant420,tc33,Buses,Trains,specific,75
20281,74,tid_experiment2_dedeyne_participant420,tc34,Submarines,Tractors,specific,10
20282,74,tid_experiment2_dedeyne_participant420,tc35,Vans,Taxis,specific,50
20283,74,tid_experiment2_dedeyne_participant420,tc36,Carriages,Submarines,specific,10
20284,74,tid_experiment2_dedeyne_participant420,tc37,Motorbikes,Cars,specific,50
20285,74,tid_experiment2_dedeyne_participant420,tc3,Submarines:Boats,Tractors,specific,50
20286,74,tid_experiment2_dedeyne_participant420,tc4,Cars:Bicycles,Carriages,specific,80
20287,74,tid_experiment2_dedeyne_participant420,tc5,Vans:Trucks,Trains,specific,30
20288,74,tid_experiment2_dedeyne_participant420,tc6,Trams:Taxis,Trains,specific,80
20289,74,tid_experiment2_dedeyne_participant420,tc7,Motorbikes:Buses,Trains,specific,30
20290,74,tid_experiment2_dedeyne_participant420,tc8,Locomotives:Trams,Trains,specific,90
20291,74,tid_experiment2_dedeyne_participant420,tc9,Skateboards:Sleds,Helicopters,specific,10
20292,453,tid_experiment2_dedeyne_participant220,tc0,Foxes,All mammals,general,71
20293,453,tid_experiment2_dedeyne_participant220,tc10,Donkeys,All mammals,general,26
20294,453,tid_experiment2_dedeyne_participant220,tc11,Horses,All mammals,general,19
20295,453,tid_experiment2_dedeyne_participant220,tc12,Beavers,All mammals,general,35
20296,453,tid_experiment2_dedeyne_participant220,tc13,Deer,All mammals,general,65
20297,453,tid_experiment2_dedeyne_participant220,tc14,Sheep,All mammals,general,55
20298,453,tid_experiment2_dedeyne_participant220,tc15,Mice,All mammals,general,13
20299,453,tid_experiment2_dedeyne_participant220,tc16,All living things,All mammals,general,100
20300,453,tid_experiment2_dedeyne_participant220,tc17,Rhinos,All mammals,general,32
20301,453,tid_experiment2_dedeyne_participant220,tc18,Camels,All mammals,general,6
20302,453,tid_experiment2_dedeyne_participant220,tc19,Dogs,All mammals,general,70
20303,453,tid_experiment2_dedeyne_participant220,tc1,Giraffes,All mammals,general,23
20304,453,tid_experiment2_dedeyne_participant220,tc20,Tigers,All mammals,general,42
20305,453,tid_experiment2_dedeyne_participant220,tc21,Squirrels,All mammals,general,22
20306,453,tid_experiment2_dedeyne_participant220,tc22,Hamsters,All mammals,general,22
20307,453,tid_experiment2_dedeyne_participant220,tc23,Zebras,All mammals,general,24
20308,453,tid_experiment2_dedeyne_participant220,tc24,All plants and animals,All mammals,general,100
20309,453,tid_experiment2_dedeyne_participant220,tc25,Cows,All mammals,general,16
20310,453,tid_experiment2_dedeyne_participant220,tc26,Rabbits,All mammals,general,25
20311,453,tid_experiment2_dedeyne_participant220,tc27,Hedgehogs:Cats,All mammals,general,28
20312,453,tid_experiment2_dedeyne_participant220,tc28,Lions:Camels,All mammals,general,31
20313,453,tid_experiment2_dedeyne_participant220,tc29,Zebras:Giraffes,All mammals,general,10
20314,453,tid_experiment2_dedeyne_participant220,tc2,Elephants,All mammals,general,25
20315,453,tid_experiment2_dedeyne_participant220,tc30,Llamas:Dogs,All mammals,general,38
20316,453,tid_experiment2_dedeyne_participant220,tc31,Hamsters:Beavers,All mammals,general,21
20317,453,tid_experiment2_dedeyne_participant220,tc32,All animals:All organisms,All mammals,general,100
20318,453,tid_experiment2_dedeyne_participant220,tc33,Zebras:Dogs,All mammals,general,30
20319,453,tid_experiment2_dedeyne_participant220,tc34,Zebras:Hamsters,All mammals,general,67
20320,453,tid_experiment2_dedeyne_participant220,tc35,Mice:Rabbits,All mammals,general,10
20321,453,tid_experiment2_dedeyne_participant220,tc36,Elephants:Zebras,All mammals,general,34
20322,453,tid_experiment2_dedeyne_participant220,tc37,Foxes:Elephants,All mammals,general,18
20323,453,tid_experiment2_dedeyne_participant220,tc3,Hippos,All mammals,general,31
20324,453,tid_experiment2_dedeyne_participant220,tc4,Llamas,All mammals,general,63
20325,453,tid_experiment2_dedeyne_participant220,tc5,Wolves,All mammals,general,49
20326,453,tid_experiment2_dedeyne_participant220,tc6,Hedgehogs,All mammals,general,15
20327,453,tid_experiment2_dedeyne_participant220,tc7,Cats,All mammals,general,70
20328,453,tid_experiment2_dedeyne_participant220,tc8,All animals,All mammals,general,100
20329,453,tid_experiment2_dedeyne_participant220,tc9,Lions,All mammals,general,48
20330,4,tid_experiment2_dedeyne_participant41,tc0,Deer,All mammals,general,20
20331,4,tid_experiment2_dedeyne_participant41,tc10,Mice,All mammals,general,19
20332,4,tid_experiment2_dedeyne_participant41,tc11,Camels,All mammals,general,18
20333,4,tid_experiment2_dedeyne_participant41,tc12,Foxes,All mammals,general,20
20334,4,tid_experiment2_dedeyne_participant41,tc13,Llamas,All mammals,general,20
20335,4,tid_experiment2_dedeyne_participant41,tc14,Cows,All mammals,general,19
20336,4,tid_experiment2_dedeyne_participant41,tc15,Horses,All mammals,general,20
20337,4,tid_experiment2_dedeyne_participant41,tc16,All living things,All mammals,general,100
