,domain,conclusion_type,argument,premises,conclusion,avg_ranking,avg_rating,is_osherson,is_single_premise,is_control,is_tutorial,num_ratings,premise_typicality,premise_conclusion_similarity,scm_score,best_scm_score,best_scm_alpha
949,Birds,Specific,"(('Swallows',), 'Ducks')","('Swallows',)",Ducks,10.85,54.05,False,True,False,False,20,"(17.85714286,)","(8.235294117647058,)",9.01593137254902,8.235294117647058,1.0
950,Birds,Specific,"(('Swallows',), 'Peacocks')","('Swallows',)",Peacocks,12.75,43.6,False,True,False,False,20,"(17.85714286,)","(8.235294117647058,)",9.01593137254902,8.235294117647058,1.0
951,Birds,Specific,"(('Swallows',), 'Seagulls')","('Swallows',)",Seagulls,9.65,58.45,False,True,False,False,20,"(17.85714286,)","(12.882352941176471,)",11.339460784313726,12.882352941176471,1.0
952,Birds,Specific,"(('Swallows',), 'Sparrows')","('Swallows',)",Sparrows,5.65,66.75,False,True,False,False,20,"(17.85714286,)","(10.117647058823529,)",9.957107843137257,10.117647058823529,1.0
953,Birds,General,"(('Swans', 'Blackbirds'), 'All birds')","('Swans', 'Blackbirds')",All birds,3.3,80.6,False,False,False,False,10,"(12.82142857, 18.82142857)","(None, None)",11.411764705882351,11.411764705882353,0.3
954,Birds,Specific,"(('Swans', 'Canaries'), 'Eagles')","('Swans', 'Canaries')",Eagles,6.0,49.6,False,False,False,False,10,"(12.82142857, 17.89285714)","(6.588235294117647, 6.0)",8.718137254901961,6.588235294117647,1.0
955,Birds,General,"(('Swans', 'Ducks'), 'All birds')","('Swans', 'Ducks')",All birds,6.3,51.8,False,False,False,False,10,"(12.82142857, 12.78571429)","(None, None)",10.009803921568627,10.009803921568626,0.3
956,Birds,General,"(('Swans', 'Magpies'), 'All birds')","('Swans', 'Magpies')",All birds,3.8,58.5,False,False,False,False,10,"(12.82142857, 17.89285714)","(None, None)",11.67892156862745,11.67892156862745,0.3
957,Birds,Specific,"(('Swans', 'Magpies'), 'Blackbirds')","('Swans', 'Magpies')",Blackbirds,5.8,65.5,False,False,False,False,10,"(12.82142857, 17.89285714)","(6.882352941176471, 14.058823529411764)",12.868872549019606,14.058823529411764,1.0
958,Birds,Specific,"(('Swans', 'Magpies'), 'Ducks')","('Swans', 'Magpies')",Ducks,5.2,68.0,False,False,False,False,10,"(12.82142857, 17.89285714)","(15.235294117647058, 8.058823529411764)",13.457107843137257,15.235294117647058,1.0
959,Birds,General,"(('Swans', 'Ostriches'), 'All birds')","('Swans', 'Ostriches')",All birds,5.6,47.7,False,False,False,False,10,"(12.82142857, 11.21428571)","(None, None)",9.84313725490196,9.843137254901961,0.3
960,Birds,General,"(('Swans', 'Parrots'), 'All birds')","('Swans', 'Parrots')",All birds,3.8,64.2,False,False,False,False,20,"(12.82142857, 15.85714286)","(None, None)",10.57843137254902,10.57843137254902,0.3
961,Birds,Specific,"(('Swans', 'Parrots'), 'Ducks')","('Swans', 'Parrots')",Ducks,5.3,70.0,False,False,False,False,10,"(12.82142857, 15.85714286)","(15.235294117647058, 7.0)",12.90686274509804,15.235294117647058,1.0
962,Birds,Specific,"(('Swans', 'Parrots'), 'Eagles')","('Swans', 'Parrots')",Eagles,4.6,74.5,False,False,False,False,10,"(12.82142857, 15.85714286)","(6.588235294117647, 8.470588235294118)",9.524509803921568,8.470588235294118,1.0
963,Birds,General,"(('Swans', 'Sparrows'), 'All birds')","('Swans', 'Sparrows')",All birds,3.3,64.25,False,False,False,False,20,"(12.82142857, 19.17857143)","(None, None)",11.208333333333334,11.208333333333334,0.3
964,Birds,General,"(('Swans', 'Woodpeckers'), 'All birds')","('Swans', 'Woodpeckers')",All birds,3.5,58.6,False,False,False,False,10,"(12.82142857, 16.42857143)","(None, None)",11.41421568627451,11.41421568627451,0.3
965,Birds,Specific,"(('Swans', 'Woodpeckers'), 'Sparrows')","('Swans', 'Woodpeckers')",Sparrows,3.8,73.8,False,False,False,False,10,"(12.82142857, 16.42857143)","(6.705882352941177, 9.941176470588236)",10.677696078431373,9.941176470588236,1.0
966,Birds,General,"(('Swans',), 'All birds')","('Swans',)",All birds,7.390909090909091,51.60909090909091,False,True,False,False,110,"(12.82142857,)","(None,)",9.029411764705882,9.029411764705884,0.45
967,Birds,Specific,"(('Swans',), 'Blackbirds')","('Swans',)",Blackbirds,10.6,59.4,False,True,False,False,10,"(12.82142857,)","(6.882352941176471,)",7.955882352941177,6.882352941176471,1.0
968,Birds,Specific,"(('Swans',), 'Chickens')","('Swans',)",Chickens,8.1,56.4,False,True,False,False,10,"(12.82142857,)","(8.882352941176471,)",8.955882352941178,8.882352941176471,1.0
969,Birds,Specific,"(('Swans',), 'Crows')","('Swans',)",Crows,11.7,56.6,False,True,False,False,10,"(12.82142857,)","(6.823529411764706,)",7.926470588235293,6.823529411764706,1.0
970,Birds,Specific,"(('Swans',), 'Doves')","('Swans',)",Doves,10.6,54.7,False,True,False,False,10,"(12.82142857,)","(8.529411764705882,)",8.779411764705882,8.529411764705882,1.0
971,Birds,Specific,"(('Swans',), 'Ducks')","('Swans',)",Ducks,4.933333333333334,77.53333333333333,False,True,False,False,30,"(12.82142857,)","(15.235294117647058,)",12.132352941176473,15.235294117647058,1.0
972,Birds,Specific,"(('Swans',), 'Eagles')","('Swans',)",Eagles,12.65,46.95,False,True,False,False,20,"(12.82142857,)","(6.588235294117647,)",7.808823529411764,6.588235294117647,1.0
973,Birds,Specific,"(('Swans',), 'Sparrows')","('Swans',)",Sparrows,10.2,54.8,False,True,False,False,10,"(12.82142857,)","(6.705882352941177,)",7.867647058823529,6.705882352941177,1.0
974,Birds,Specific,"(('Swans',), 'Woodpeckers')","('Swans',)",Woodpeckers,13.7,45.95,False,True,False,False,20,"(12.82142857,)","(7.294117647058823,)",8.161764705882353,7.294117647058823,1.0
975,Vehicles,Specific,"(('Taxis', 'Boats'), 'Carts')","('Taxis', 'Boats')",Carts,5.9,58.0,False,False,False,False,10,"(17.5, 12.75)","(9.4, 6.333333333333333)",9.879166666666666,9.6875,0.7
976,Vehicles,General,"(('Taxis', 'Carts'), 'All vehicles')","('Taxis', 'Carts')",All vehicles,4.1,63.1,False,False,False,False,10,"(17.5, 10.21428571)","(None, None)",9.95,9.950000000000001,0.35
977,Vehicles,Specific,"(('Taxis', 'Motorbikes'), 'Cars')","('Taxis', 'Motorbikes')",Cars,2.0,86.6,False,False,False,False,10,"(17.5, 17.25)","(18.066666666666666, 8.866666666666667)",14.176388888888887,15.7325,0.7
978,Vehicles,General,"(('Taxis', 'Skateboards'), 'All vehicles')","('Taxis', 'Skateboards')",All vehicles,5.0,46.77777777777778,False,False,False,False,9,"(17.5, 8.535714286)","(None, None)",9.772222222222222,9.772222222222222,0.35
979,Vehicles,General,"(('Taxis', 'Trains'), 'All vehicles')","('Taxis', 'Trains')",All vehicles,4.222222222222222,53.22222222222222,False,False,False,False,9,"(17.5, 17.53571429)","(None, None)",10.069444444444445,10.069444444444445,0.35
980,Vehicles,Specific,"(('Taxis', 'Trains'), 'Cars')","('Taxis', 'Trains')",Cars,1.8888888888888888,84.77777777777777,False,False,False,False,9,"(17.5, 17.53571429)","(18.066666666666666, 8.2)",14.068055555555556,15.6675,0.7
981,Vehicles,General,"(('Taxis',), 'All vehicles')","('Taxis',)",All vehicles,5.363636363636363,51.04040404040404,False,True,False,False,99,"(17.5,)","(None,)",8.930555555555555,8.930555555555555,0.0
982,Vehicles,Specific,"(('Taxis',), 'Cabs')","('Taxis',)",Cabs,1.6565656565656566,93.14141414141416,False,True,False,False,99,"(17.5,)","(None,)",4.465277777777778,3.5722222222222224,0.6
983,Vehicles,Specific,"(('Taxis',), 'Cars')","('Taxis',)",Cars,2.421052631578948,87.6842105263158,False,True,False,False,19,"(17.5,)","(18.066666666666666,)",13.49861111111111,14.412222222222223,0.6
984,Vehicles,Specific,"(('Taxis',), 'Carts')","('Taxis',)",Carts,9.3,53.3,False,True,False,False,10,"(17.5,)","(9.4,)",9.165277777777778,9.212222222222222,0.6
985,Vehicles,Specific,"(('Taxis',), 'Mopeds')","('Taxis',)",Mopeds,11.105263157894736,40.78947368421053,False,True,False,False,19,"(17.5,)","(7.333333333333333,)",8.131944444444445,7.972222222222221,0.6
986,Vehicles,Specific,"(('Taxis',), 'Trains')","('Taxis',)",Trains,11.4,52.6,False,True,False,False,10,"(17.5,)","(8.6,)",8.765277777777778,8.732222222222221,0.6
987,Mammals,General,"(('Tigers', 'Cats'), 'All mammals')","('Tigers', 'Cats')",All mammals,6.0,42.1,False,False,False,False,10,"(17.07142857, 18.53571429)","(None, None)",10.030701754385964,10.030701754385964,0.95
988,Mammals,Specific,"(('Tigers', 'Cats'), 'Lions')","('Tigers', 'Cats')",Lions,1.5555555555555556,92.22222222222224,False,False,False,False,9,"(17.07142857, 18.53571429)","(14.421052631578947, 11.947368421052632)",12.225877192982455,12.006359649122807,0.45
989,Mammals,Specific,"(('Tigers', 'Deer'), 'Squirrels')","('Tigers', 'Deer')",Squirrels,6.6,37.4,False,False,False,False,10,"(17.07142857, 16.53571429)","(6.315789473684211, 7.105263157894737)",8.639254385964913,8.79265350877193,0.45
990,Mammals,General,"(('Tigers', 'Donkeys'), 'All mammals')","('Tigers', 'Donkeys')",All mammals,4.0,54.9,False,False,False,False,10,"(17.07142857, 16.82142857)","(None, None)",10.63377192982456,10.63377192982456,0.95
991,Mammals,General,"(('Tigers', 'Hamsters'), 'All mammals')","('Tigers', 'Hamsters')",All mammals,5.2,61.2,False,False,False,False,10,"(17.07142857, 14.57142857)","(None, None)",10.791666666666666,10.791666666666664,0.95
992,Mammals,General,"(('Tigers', 'Hedgehogs'), 'All mammals')","('Tigers', 'Hedgehogs')",All mammals,3.6,75.4,False,False,False,False,10,"(17.07142857, 13.17857143)","(None, None)",10.258771929824562,10.258771929824562,0.95
993,Mammals,General,"(('Tigers', 'Horses'), 'All mammals')","('Tigers', 'Horses')",All mammals,3.2,58.5,False,False,False,False,10,"(17.07142857, 17.53571429)","(None, None)",10.723684210526317,10.723684210526315,0.95
994,Mammals,Specific,"(('Tigers', 'Lions'), 'Squirrels')","('Tigers', 'Lions')",Squirrels,7.6,31.5,False,False,False,False,10,"(17.07142857, 17.67857143)","(6.315789473684211, 5.7368421052631575)",7.8826754385964914,8.03936403508772,0.45
995,Mammals,Specific,"(('Tigers', 'Llamas'), 'Cats')","('Tigers', 'Llamas')",Cats,4.9,54.7,False,False,False,False,10,"(17.07142857, 14.64285714)","(14.31578947368421, 6.105263157894737)",12.425438596491228,12.23640350877193,0.45
996,Mammals,Specific,"(('Tigers', 'Rabbits'), 'Lions')","('Tigers', 'Rabbits')",Lions,3.5,69.6,False,False,False,False,10,"(17.07142857, 16.64285714)","(14.421052631578947, 5.894736842105263)",12.491228070175438,12.298245614035087,0.45
997,Mammals,Specific,"(('Tigers', 'Squirrels'), 'Cats')","('Tigers', 'Squirrels')",Cats,4.4,72.5,False,False,False,False,10,"(17.07142857, 14.57142857)","(14.31578947368421, 8.631578947368421)",12.400219298245611,12.208662280701756,0.45
998,Mammals,General,"(('Tigers',), 'All mammals')","('Tigers',)",All mammals,6.747474747474747,49.81818181818182,False,True,False,False,99,"(17.07142857,)","(None,)",9.017543859649123,9.017543859649123,0.15
999,Mammals,Specific,"(('Tigers',), 'Cats')","('Tigers',)",Cats,4.0,80.0,False,True,False,False,29,"(17.07142857,)","(14.31578947368421,)",11.666666666666668,14.31578947368421,1.0
1000,Mammals,Specific,"(('Tigers',), 'Donkeys')","('Tigers',)",Donkeys,12.4,41.0,False,True,False,False,10,"(17.07142857,)","(7.7368421052631575,)",8.37719298245614,7.7368421052631575,1.0
1001,Mammals,Specific,"(('Tigers',), 'Lions')","('Tigers',)",Lions,3.842105263157895,83.42105263157895,False,True,False,False,19,"(17.07142857,)","(14.421052631578947,)",11.719298245614034,14.421052631578947,1.0
1002,Mammals,Specific,"(('Tigers',), 'Mice')","('Tigers',)",Mice,15.5,27.8,False,True,False,False,10,"(17.07142857,)","(5.2631578947368425,)",7.140350877192983,5.2631578947368425,1.0
1003,Mammals,Specific,"(('Tigers',), 'Rhinos')","('Tigers',)",Rhinos,10.75,45.45,False,True,False,False,20,"(17.07142857,)","(9.052631578947368,)",9.035087719298248,9.052631578947368,1.0
1004,Mammals,Specific,"(('Tigers',), 'Squirrels')","('Tigers',)",Squirrels,12.45,27.05,False,True,False,False,20,"(17.07142857,)","(6.315789473684211,)",7.666666666666667,6.315789473684211,1.0
1005,Vehicles,Specific,"(('Tractors', 'Airplanes'), 'Jeeps')","('Tractors', 'Airplanes')",Jeeps,5.5,61.0,False,False,False,False,10,"(12.10714286, 15.03571429)","(11.133333333333333, 6.266666666666667)",10.405555555555557,10.696666666666665,0.7
1006,Vehicles,General,"(('Tractors', 'Carriages'), 'All vehicles')","('Tractors', 'Carriages')",All vehicles,4.9,53.6,False,False,False,False,10,"(12.10714286, 11.85714286)","(None, None)",9.555555555555555,9.555555555555555,0.35
1007,Vehicles,Specific,"(('Tractors', 'Mopeds'), 'Jeeps')","('Tractors', 'Mopeds')",Jeeps,5.0,70.3,False,False,False,False,10,"(12.10714286, 16.75)","(11.133333333333333, 8.2)",10.166666666666668,10.553333333333333,0.7
1008,Vehicles,General,"(('Tractors', 'Rockets'), 'All vehicles')","('Tractors', 'Rockets')",All vehicles,5.5,64.4,False,False,False,False,10,"(12.10714286, 6.5)","(None, None)",9.072222222222225,9.072222222222223,0.35
1009,Vehicles,Specific,"(('Tractors', 'Skateboards'), 'Zeppelins')","('Tractors', 'Skateboards')",Zeppelins,6.5,29.9,False,False,False,False,10,"(12.10714286, 8.535714286)","(5.4, 4.133333333333334)",7.1194444444444445,6.431666666666667,0.7
1010,Vehicles,Specific,"(('Tractors', 'Taxis'), 'Mopeds')","('Tractors', 'Taxis')",Mopeds,5.7,47.8,False,False,False,False,10,"(12.10714286, 17.5)","(7.266666666666667, 7.333333333333333)",8.441666666666666,7.998333333333333,0.7
1011,Vehicles,General,"(('Tractors', 'Trams'), 'All vehicles')","('Tractors', 'Trams')",All vehicles,4.0,41.5,False,False,False,False,10,"(12.10714286, 16.57142857)","(None, None)",9.269444444444444,9.269444444444444,0.35
1012,Vehicles,General,"(('Tractors',), 'All vehicles')","('Tractors',)",All vehicles,7.767676767676767,42.121212121212125,False,True,False,False,99,"(12.10714286,)","(None,)",7.794444444444444,7.794444444444444,0.0
1013,Vehicles,Specific,"(('Tractors',), 'Carts')","('Tractors',)",Carts,12.6,46.6,False,True,False,False,10,"(12.10714286,)","(8.866666666666667,)",8.330555555555556,8.437777777777779,0.6
1014,Vehicles,Specific,"(('Tractors',), 'Jeeps')","('Tractors',)",Jeeps,7.566666666666666,57.833333333333336,False,True,False,False,30,"(12.10714286,)","(11.133333333333333,)",9.463888888888889,9.797777777777778,0.6
1015,Vehicles,Specific,"(('Tractors',), 'Mopeds')","('Tractors',)",Mopeds,10.6,41.0,False,True,False,False,10,"(12.10714286,)","(7.266666666666667,)",7.530555555555555,7.477777777777778,0.6
1016,Vehicles,Specific,"(('Tractors',), 'Vans')","('Tractors',)",Vans,11.2,52.2,False,True,False,False,10,"(12.10714286,)","(9.933333333333334,)",8.863888888888889,9.077777777777778,0.6
1017,Vehicles,Specific,"(('Tractors',), 'Zeppelins')","('Tractors',)",Zeppelins,14.1,24.2,False,True,False,False,10,"(12.10714286,)","(5.4,)",6.597222222222222,6.357777777777779,0.6
1018,Vehicles,Specific,"(('Trains', 'Boats'), 'Trams')","('Trains', 'Boats')",Trams,4.8,65.8,False,False,False,False,10,"(17.53571429, 12.75)","(16.533333333333335, 5.466666666666667)",13.084722222222222,14.464166666666667,0.7
1019,Vehicles,Specific,"(('Trains', 'Carriages'), 'Carts')","('Trains', 'Carriages')",Carts,6.1,61.2,False,False,False,False,10,"(17.53571429, 11.85714286)","(8.066666666666666, 15.0)",12.511111111111113,13.506666666666668,0.7
1020,Vehicles,General,"(('Trains', 'Skateboards'), 'All vehicles')","('Trains', 'Skateboards')",All vehicles,5.1,65.0,False,False,False,False,10,"(17.53571429, 8.535714286)","(None, None)",9.452777777777778,9.452777777777778,0.35
1021,Vehicles,General,"(('Trains', 'Tractors'), 'All vehicles')","('Trains', 'Tractors')",All vehicles,3.5,40.7,False,False,False,False,10,"(17.53571429, 12.10714286)","(None, None)",9.491666666666667,9.491666666666667,0.35
1022,Vehicles,Specific,"(('Trains', 'Trucks'), 'Caravans')","('Trains', 'Trucks')",Caravans,4.1,69.9,False,False,False,False,10,"(17.53571429, 17.07142857)","(8.4, 11.4)",10.768055555555556,11.020833333333334,0.7
1023,Vehicles,General,"(('Trains',), 'All vehicles')","('Trains',)",All vehicles,7.353535353535354,42.686868686868685,False,True,False,False,99,"(17.53571429,)","(None,)",8.405555555555557,8.405555555555557,0.0
1024,Vehicles,Specific,"(('Trains',), 'Caravans')","('Trains',)",Caravans,11.2,42.9,False,True,False,False,10,"(17.53571429,)","(8.4,)",8.402777777777779,8.402222222222223,0.6
1025,Vehicles,Specific,"(('Trains',), 'Cars')","('Trains',)",Cars,8.11111111111111,52.44444444444444,False,True,False,False,9,"(17.53571429,)","(8.2,)",8.302777777777777,8.282222222222222,0.6
1026,Vehicles,Specific,"(('Trains',), 'Carts')","('Trains',)",Carts,11.9,33.4,False,True,False,False,10,"(17.53571429,)","(8.066666666666666,)",8.23611111111111,8.202222222222222,0.6
1027,Vehicles,Specific,"(('Trains',), 'Submarines')","('Trains',)",Submarines,13.266666666666667,31.666666666666668,False,True,False,False,30,"(17.53571429,)","(6.466666666666667,)",7.436111111111112,7.242222222222223,0.6
1028,Vehicles,Specific,"(('Trains',), 'Trams')","('Trains',)",Trams,4.2,75.6,False,True,False,False,20,"(17.53571429,)","(16.533333333333335,)",12.469444444444443,13.282222222222224,0.6
1029,Vehicles,Specific,"(('Trams', 'Bicycles'), 'Boats')","('Trams', 'Bicycles')",Boats,6.222222222222222,53.44444444444444,False,False,False,False,9,"(16.57142857, 17.07142857)","(5.466666666666667, 5.533333333333333)",7.5055555555555555,6.716666666666667,0.7
1030,Vehicles,Specific,"(('Trams', 'Boats'), 'Hovercraft')","('Trams', 'Boats')",Hovercraft,6.4,54.5,False,False,False,False,10,"(16.57142857, 12.75)","(6.466666666666667, 14.533333333333333)",12.029166666666669,13.030833333333332,0.7
1031,Vehicles,Specific,"(('Trams', 'Buses'), 'Trains')","('Trams', 'Buses')",Trains,3.0,79.9,False,False,False,False,10,"(16.57142857, 18.5)","(16.533333333333335, 12.866666666666667)",13.206944444444446,14.537500000000001,0.7
1032,Vehicles,Specific,"(('Trams', 'Buses'), 'Vans')","('Trams', 'Buses')",Vans,2.8,81.1,False,False,False,False,10,"(16.57142857, 18.5)","(8.6, 12.6)",11.240277777777775,11.784166666666666,0.7
1033,Vehicles,Specific,"(('Trams', 'Carriages'), 'Jeeps')","('Trams', 'Carriages')",Jeeps,4.888888888888889,63.11111111111112,False,False,False,False,9,"(16.57142857, 11.85714286)","(6.333333333333333, 9.266666666666667)",9.556944444444444,9.440833333333334,0.7
1034,Vehicles,General,"(('Trams', 'Cars'), 'All vehicles')","('Trams', 'Cars')",All vehicles,4.5,58.1,False,False,False,False,10,"(16.57142857, 19.67857143)","(None, None)",10.697222222222225,10.697222222222223,0.35
1035,Vehicles,General,"(('Trams', 'Jeeps'), 'All vehicles')","('Trams', 'Jeeps')",All vehicles,4.6,56.9,False,False,False,False,10,"(16.57142857, 17.92857143)","(None, None)",9.930555555555555,9.930555555555555,0.35
1036,Vehicles,Specific,"(('Trams', 'Mopeds'), 'Motorbikes')","('Trams', 'Mopeds')",Motorbikes,2.5,71.2,False,False,False,False,10,"(16.57142857, 16.75)","(7.266666666666667, 18.533333333333335)",14.118055555555555,15.884166666666669,0.7
1037,Vehicles,General,"(('Trams', 'Sleds'), 'All vehicles')","('Trams', 'Sleds')",All vehicles,5.8,43.3,False,False,False,False,10,"(16.57142857, 8.071428571)","(None, None)",9.19722222222222,9.197222222222221,0.35
1038,Vehicles,Specific,"(('Trams', 'Taxis'), 'Trains')","('Trams', 'Taxis')",Trains,3.5,73.8,False,False,False,False,10,"(16.57142857, 17.5)","(16.533333333333335, 8.6)",13.2,14.533333333333335,0.7
1039,Vehicles,General,"(('Trams', 'Trains'), 'All vehicles')","('Trams', 'Trains')",All vehicles,3.9,47.3,False,False,False,False,10,"(16.57142857, 17.53571429)","(None, None)",8.780555555555557,8.780555555555557,0.35
1040,Vehicles,Specific,"(('Trams', 'Trucks'), 'Cars')","('Trams', 'Trucks')",Cars,2.6,71.4,False,False,False,False,10,"(16.57142857, 17.07142857)","(7.533333333333333, 12.533333333333333)",11.27361111111111,11.7775,0.7
1041,Vehicles,Specific,"(('Trams', 'Vans'), 'Caravans')","('Trams', 'Vans')",Caravans,3.5,71.4,False,False,False,False,10,"(16.57142857, 18.17857143)","(7.4, 11.2)",10.5875,10.8325,0.7
1042,Vehicles,Specific,"(('Trams', 'Vans'), 'Trucks')","('Trams', 'Vans')",Trucks,3.7,70.9,False,False,False,False,10,"(16.57142857, 18.17857143)","(9.0, 16.6)",13.2875,14.6125,0.7
1043,Vehicles,General,"(('Trams',), 'All vehicles')","('Trams',)",All vehicles,8.969696969696969,37.464646464646464,False,True,False,False,99,"(16.57142857,)","(None,)",8.1,8.1,0.0
1044,Vehicles,Specific,"(('Trams',), 'Boats')","('Trams',)",Boats,12.96551724137931,37.93103448275862,False,True,False,False,29,"(16.57142857,)","(5.466666666666667,)",6.783333333333333,6.52,0.6
1045,Vehicles,Specific,"(('Trams',), 'Buses')","('Trams',)",Buses,6.2,68.1,False,True,False,False,10,"(16.57142857,)","(14.0,)",11.05,11.64,0.6
1046,Vehicles,Specific,"(('Trams',), 'Caravans')","('Trams',)",Caravans,9.2,51.8,False,True,False,False,10,"(16.57142857,)","(7.4,)",7.75,7.680000000000001,0.6
1047,Vehicles,Specific,"(('Trams',), 'Cars')","('Trams',)",Cars,8.1,40.0,False,True,False,False,10,"(16.57142857,)","(7.533333333333333,)",7.816666666666666,7.76,0.6
1048,Vehicles,Specific,"(('Trams',), 'Hovercraft')","('Trams',)",Hovercraft,16.0,24.1,False,True,False,False,10,"(16.57142857,)","(6.466666666666667,)",7.283333333333333,7.12,0.6
1049,Vehicles,Specific,"(('Trams',), 'Jeeps')","('Trams',)",Jeeps,9.555555555555555,48.77777777777778,False,True,False,False,9,"(16.57142857,)","(6.333333333333333,)",7.216666666666667,7.04,0.6
1050,Vehicles,Specific,"(('Trams',), 'Motorbikes')","('Trams',)",Motorbikes,9.6,37.0,False,True,False,False,10,"(16.57142857,)","(7.266666666666667,)",7.683333333333334,7.6,0.6
1051,Vehicles,Specific,"(('Trams',), 'Trains')","('Trams',)",Trains,4.633333333333334,75.43333333333334,False,True,False,False,30,"(16.57142857,)","(16.533333333333335,)",12.316666666666666,13.16,0.6
1052,Vehicles,Specific,"(('Trams',), 'Trucks')","('Trams',)",Trucks,9.75,53.7,False,True,False,False,20,"(16.57142857,)","(9.0,)",8.55,8.64,0.6
1053,Vehicles,Specific,"(('Trams',), 'Vans')","('Trams',)",Vans,7.3,65.4,False,True,False,False,10,"(16.57142857,)","(8.6,)",8.35,8.399999999999999,0.6
1054,Vehicles,General,"(('Trucks', 'Boats'), 'All vehicles')","('Trucks', 'Boats')",All vehicles,4.222222222222222,54.11111111111112,False,False,False,False,9,"(17.07142857, 12.75)","(None, None)",10.319444444444445,10.319444444444445,0.35
1055,Vehicles,Specific,"(('Trucks', 'Buses'), 'Carriages')","('Trucks', 'Buses')",Carriages,5.3,52.7,False,False,False,False,10,"(17.07142857, 18.5)","(8.6, 9.133333333333333)",9.670833333333334,9.455833333333333,0.7
1056,Vehicles,General,"(('Trucks', 'Caravans'), 'All vehicles')","('Trucks', 'Caravans')",All vehicles,5.0,66.9,False,False,False,False,10,"(17.07142857, 12.60714286)","(None, None)",9.744444444444444,9.744444444444445,0.35
1057,Vehicles,General,"(('Trucks', 'Carriages'), 'All vehicles')","('Trucks', 'Carriages')",All vehicles,3.7,54.1,False,False,False,False,10,"(17.07142857, 11.85714286)","(None, None)",10.391666666666667,10.391666666666667,0.35
1058,Vehicles,General,"(('Trucks', 'Cars'), 'All vehicles')","('Trucks', 'Cars')",All vehicles,3.9,66.7,False,False,False,False,10,"(17.07142857, 19.67857143)","(None, None)",10.591666666666669,10.591666666666667,0.35
1059,Vehicles,Specific,"(('Trucks', 'Motorbikes'), 'Buses')","('Trucks', 'Motorbikes')",Buses,2.8,79.8,False,False,False,False,10,"(17.07142857, 17.25)","(13.733333333333333, 7.866666666666666)",12.168055555555554,12.794166666666666,0.7
1060,Vehicles,Specific,"(('Trucks', 'Motorbikes'), 'Mopeds')","('Trucks', 'Motorbikes')",Mopeds,3.8,76.7,False,False,False,False,10,"(17.07142857, 17.25)","(7.266666666666667, 18.533333333333335)",14.568055555555556,16.15416666666667,0.7
1061,Vehicles,Specific,"(('Trucks', 'Sleds'), 'Buses')","('Trucks', 'Sleds')",Buses,3.9,60.3,False,False,False,False,10,"(17.07142857, 8.071428571)","(13.733333333333333, 5.666666666666667)",12.008333333333333,12.698333333333332,0.7
1062,Vehicles,Specific,"(('Trucks', 'Trains'), 'Submarines')","('Trucks', 'Trains')",Submarines,5.9,38.0,False,False,False,False,10,"(17.07142857, 17.53571429)","(6.733333333333333, 6.466666666666667)",8.434722222222222,7.754166666666666,0.7
1063,Vehicles,Specific,"(('Trucks', 'Vans'), 'Cars')","('Trucks', 'Vans')",Cars,3.3,74.2,False,False,False,False,10,"(17.07142857, 18.17857143)","(12.533333333333333, 14.066666666666666)",11.81111111111111,12.713333333333333,0.7
1064,Vehicles,General,"(('Trucks',), 'All vehicles')","('Trucks',)",All vehicles,5.656565656565657,51.83838383838384,False,True,False,False,99,"(17.07142857,)","(None,)",9.147222222222222,9.147222222222222,0.0
1065,Vehicles,Specific,"(('Trucks',), 'Bicycles')","('Trucks',)",Bicycles,15.1,28.6,False,True,False,False,10,"(17.07142857,)","(5.733333333333333,)",7.440277777777778,7.098888888888888,0.6
1066,Vehicles,Specific,"(('Trucks',), 'Buses')","('Trucks',)",Buses,5.233333333333333,69.36666666666666,False,True,False,False,30,"(17.07142857,)","(13.733333333333333,)",11.440277777777776,11.898888888888887,0.6
1067,Vehicles,Specific,"(('Trucks',), 'Caravans')","('Trucks',)",Caravans,8.0,61.2,False,True,False,False,10,"(17.07142857,)","(11.4,)",10.273611111111112,10.498888888888889,0.6
1068,Vehicles,Specific,"(('Trucks',), 'Carriages')","('Trucks',)",Carriages,10.1,46.3,False,True,False,False,10,"(17.07142857,)","(8.6,)",8.87361111111111,8.818888888888889,0.6
1069,Vehicles,Specific,"(('Trucks',), 'Cars')","('Trucks',)",Cars,4.9,74.75,False,True,False,False,20,"(17.07142857,)","(12.533333333333333,)",10.84027777777778,11.178888888888888,0.6
1070,Vehicles,Specific,"(('Trucks',), 'Jeeps')","('Trucks',)",Jeeps,4.5,80.3,False,True,False,False,10,"(17.07142857,)","(11.6,)",10.37361111111111,10.61888888888889,0.6
1071,Vehicles,Specific,"(('Trucks',), 'Lorries')","('Trucks',)",Lorries,6.838383838383838,65.32323232323232,False,True,False,False,99,"(17.07142857,)","(None,)",4.573611111111111,3.658888888888889,0.6
1072,Vehicles,Specific,"(('Trucks',), 'Mopeds')","('Trucks',)",Mopeds,10.5,45.0,False,True,False,False,10,"(17.07142857,)","(7.266666666666667,)",8.206944444444444,8.018888888888888,0.6
1073,Vehicles,Specific,"(('Trucks',), 'Rockets')","('Trucks',)",Rockets,14.4,24.8,False,True,False,False,10,"(17.07142857,)","(5.2,)",7.173611111111111,6.778888888888889,0.6
