,i,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
55175,919,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7845125204563033,0.8949456859246694,0.7866594022756961,0.8199785590312282,0.8027582949048936,1.9078581156072727e-35,1.1585724779309454e-58,9.320661773339938e-36,4.2467793146975377e-41,3.2833304138580026e-38
55224,920,S3-C1-A1-Q1-O1-T,Birds,General,False,0.2654856255925213,0.30946533543025156,-0.02106895270423779,0.1259027241829198,-0.08428782618775484,0.007594992540755634,0.0017301006347204867,0.8351792151352879,0.21196821474608166,0.404412701848876
55225,920,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5448154657293497,0.008200615747215449,0.4666080843585237,0.7768014059753954,0.07205623901581722,0.00590726082102508,0.9696633900518308,0.02153235099636406,8.05178463051817e-06,0.737932273015024
55226,920,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.5355945017814813,0.44448432373834496,0.621769621267729,0.583738637987033,0.48722803244567436,9.369071968365716e-09,3.6078974358875113e-06,5.0638458585602685e-12,1.8382056843541137e-10,2.737044621810204e-07
55227,920,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.48137041854843465,0.4722762391366475,0.5117812960543239,0.4664142707923889,0.527480169364396,5.19770006020146e-11,1.3287529855943124e-10,1.8287837696161823e-12,2.398410033979472e-10,2.8415003357502393e-13
55228,920,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5285810608815401,0.37923593448958137,0.4305880344734946,0.400587868154211,0.4574970990973843,1.579856634761012e-08,9.980084183592456e-05,7.76083065012814e-06,3.6301224549953186e-05,1.7068610408077101e-06
55229,920,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.4981446167510612,-0.015097457255042607,0.6011789108380468,0.6361057901895671,0.49639827278348514,0.01323683467652908,0.9441797404070345,0.00188965343855325,0.0008342289777539952,0.013614142565754949
55230,920,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.39266078625150463,0.5877811487507153,0.642777392730852,0.6153838612426794,0.6965560429890613,3.137551459371922e-05,3.4952385169375764e-11,1.1005175319261968e-13,2.2310922004917342e-12,1.1241036494751848e-16
55231,920,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6415543629974557,0.7395071409980961,0.7446120623228237,0.80864302106046,0.8204867619548817,3.651749518345822e-20,2.66580393116153e-29,6.871997409024378e-30,1.0612312116173543e-38,1.0630616774901437e-40
55232,920,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.7327934575313398,0.6749591495937064,0.5249936206572703,0.6037243403148111,0.7376837136016366,4.473723425210935e-18,1.3553803605094743e-14,2.05452566970019e-08,2.953488874568801e-11,2.0643629833525115e-18
55233,920,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8900523560209426,0.7562998934257571,0.324607329842932,0.650087260034904,0.8324607329842932,5.834490863539391e-09,1.9072641824068468e-05,0.12171758913701337,0.000584586633199852,4.5330589935479576e-07
55234,920,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7471472802322819,0.8124689740323237,0.808192197725645,0.7637969857707,0.7701847865432871,4.396430380096384e-19,1.0691666735997805e-24,2.889746702206572e-24,2.4330982454157546e-20,7.51909624039096e-21
55235,920,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7637207936117634,0.8730448533735476,0.7759822099581097,0.7522388488668194,0.8085704749744976,1.318220418265348e-32,2.1219300617902978e-52,3.036257803171418e-34,3.680404333998485e-31,3.752288026170283e-39
55284,921,S3-C1-A1-Q1-O1-T,Birds,General,False,0.3684468039994797,0.34147675606482014,0.17160510354253306,0.4515112193584335,0.23243540980559108,0.0001621146921183147,0.0005071261044241104,0.08779147112206431,2.4176166531678367e-06,0.01995997879001953
55285,921,S3-C1-A1-Q1-O1-T,Birds,General,True,0.598951507208388,0.3129178435574734,0.32634338138925295,0.6828309305373526,0.02140672782874618,0.0019845632582997734,0.1365332645059117,0.11962117673308383,0.00023621116730373982,0.9209129908293301
55286,921,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.27862066758219406,0.2401181948743266,0.3957315996958252,0.21870721944956115,0.2703225558711153,0.0050007104205479005,0.016114589297425843,4.5970334421339235e-05,0.02880726986688224,0.006526676299681545
55287,921,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.38290971839850046,0.37718027574020896,0.5428498748825847,0.4616749192445078,0.5562873284673582,3.5510404830781094e-07,5.466440486318671e-07,4.17339058467844e-14,3.8349980307643975e-10,7.188082607474907e-15
55288,921,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.463734193017004,0.34877509579860366,0.3418100203196778,0.3596572877869236,0.3865644820139149,1.179198227555192e-06,0.0003761796242127356,0.0005003347769415475,0.00023772744332818666,7.108397393662668e-05
55289,921,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.03933566433566434,-0.520076456378791,0.45104895104895104,0.47377622377622375,0.7229020979020979,0.8552001653656374,0.00918563490183269,0.026952562798040796,0.019351392899410146,6.595647041717002e-05
55290,921,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.7277663658883865,0.8087463676922187,0.7571280874424302,0.7448016092144706,0.8171623216913229,9.84042989471613e-19,1.022748689139431e-25,6.020155973671181e-21,5.566165881569415e-20,1.2414960357589416e-26
55291,921,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6166733389279067,0.7133511319815832,0.7023654940395906,0.7336913773591432,0.7468296294358886,2.399856104811524e-18,1.7341084037733602e-26,2.1321294915141865e-25,1.2022074514700148e-28,3.775317820607908e-30
55292,921,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.64448149519488,0.5471694632343654,0.5041553521889653,0.5559824983665704,0.6993060620890619,4.653308445035371e-13,3.85181375593305e-09,8.912414877358596e-08,1.9132302791252764e-09,5.855205481515521e-16
55293,921,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7921976231584011,0.7310180242501932,0.3862347017169625,0.6562921095009,0.8167482965933045,3.964347828746159e-06,4.9603024081441206e-05,0.06228841350881769,0.0004964011185536346,1.1241898553869392e-06
55294,921,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7784663986985378,0.8033610093159682,0.7489962368699421,0.718354717202664,0.7337631784143372,1.54873665365299e-21,8.626142771908065e-24,3.2239617244991833e-19,3.988836669519544e-17,3.842834777501666e-18
55295,921,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7281360423747928,0.8509243772883083,0.7010643386535329,0.6990553204332463,0.7499574845290439,2.2818034778307314e-28,3.7156761363949127e-47,1.4395668297067326e-25,2.2568441864136047e-25,6.978932019445899e-31
55344,922,S3-C1-A1-Q1-O1-T,Birds,General,False,0.5556988888752573,0.1760956798103208,0.04124090270220074,0.29358660702619516,-0.05992540170757898,1.957424057045341e-09,0.07968099003200711,0.6837161190277495,0.003030999302367857,0.5536814941243877
55345,922,S3-C1-A1-Q1-O1-T,Birds,General,True,0.4388111888111888,0.49215456638754984,0.4632867132867133,0.5428321678321678,0.40209790209790214,0.03194253154612938,0.014567918359376682,0.0226081735144615,0.006127514199793564,0.05143571142308626
55346,922,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.4418895473068581,0.3886564462036259,0.5091995744880418,0.4990327680257526,0.47880130386586633,4.173356558664353e-06,6.442641660835499e-05,6.304049047330441e-08,1.25963515778495e-07,4.6800296408976544e-07
55347,922,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.39717157104919665,0.4034569075725469,0.49843641436410857,0.47382836076144363,0.5597346081955829,1.1701434481829239e-07,7.054352994119833e-08,8.274343845571674e-12,1.1342724028757453e-10,4.519250728915051e-15
55348,922,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.43895743407378834,0.15062645296756436,0.37826218803245476,0.35243629893157524,0.42781998653262365,4.9126394394293676e-06,0.13468605179776685,0.0001043405640187377,0.00032294788390375604,9.004072049420126e-06
55349,922,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.290519877675841,-0.11823664359309582,0.5683704674530362,0.7413717780690258,0.7343818261249453,0.16845318534669193,0.5821456587097478,0.0037587751567588856,3.397696642056487e-05,4.394781950522038e-05
55350,922,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4397274109130758,0.7461735768496197,0.6417467548290186,0.6898105930464127,0.7353691635559891,2.4035056514953735e-06,4.37317095975988e-20,1.239234536078241e-13,2.8935118697551334e-16,2.8063463248546326e-19
55351,922,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5890937894910793,0.6733827232821504,0.7990138548237853,0.7661716939442019,0.8258199219609004,1.6424363691501787e-16,9.517440097896862e-23,3.5578859695304518e-37,1.5396053793382895e-32,1.1956072208689161e-41
55352,922,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6342228034786006,0.36178633612139444,0.42305961111815604,0.39302136903995766,0.6042687021345148,1.4015520516752364e-12,0.00021689250796975716,1.1590429023676254e-05,5.23628436409629e-05,2.8050006091257108e-11
55353,922,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8585770405936274,0.6301157406629203,0.39240506329113933,0.6604103011785247,0.9397642950676561,7.988664373545742e-08,0.0009664783729355231,0.057875505828467955,0.000444446178511628,9.86379545453222e-12
55354,922,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7282145468810799,0.8366186108566495,0.7509631816511632,0.7637667955185913,0.7477802945265213,9.089967629617818e-18,2.315823964126821e-27,2.3109562592930707e-19,2.4464242434399733e-20,3.95468343989547e-19
55355,922,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7196959240245323,0.862213475967247,0.7542031977110252,0.7512143755184842,0.7947149900986139,1.847138492396035e-27,1.0188756721409206e-49,2.109528012174954e-31,4.909750793725728e-31,5.879500698769036e-37
55404,923,S3-C1-A1-Q1-O1-T,Birds,General,False,0.3993429738105062,0.21810225769857117,0.03375558399108164,0.40314161517923985,0.1229559846821766,3.858011834429532e-05,0.029263625565416673,0.7388271072688317,3.2014565386198046e-05,0.22294603078954237
55405,923,S3-C1-A1-Q1-O1-T,Birds,General,True,0.41772151898734183,0.2814658890602836,0.30947184635530345,0.5303360977738979,-0.004801396769969446,0.042244412452733436,0.182725303321432,0.14113766929732022,0.007679049995900825,0.9822355340414763
55406,923,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.46072088568613584,0.35656811065951916,0.5260620389036074,0.5690283059076517,0.3997213971847964,1.411167036964918e-06,0.00027126044623234974,1.9005102394594203e-08,6.536337869746544e-10,3.787361513484118e-05
55407,923,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5266646011768993,0.46371882746739146,0.4955300443042837,0.559225398654704,0.5870731321668538,3.137520827424513e-13,3.135003811797495e-10,1.1396780298351747e-11,4.841547890734655e-15,9.351239536457293e-17
55408,923,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.4456904665648521,0.32680075462991115,0.2058910224665091,0.17673735380591793,0.30255497003990434,3.3704258083029477e-06,0.0009049208645712656,0.039869522623137824,0.07857268129801345,0.0022166503508280213
55409,923,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.6615653694796676,0.28392559884087154,0.35111499781372973,0.32313073895933536,0.40883253170091816,0.0004307482764747468,0.17876823311463963,0.09250508004880863,0.12352159355470779,0.047299952007124155
55410,923,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.6723265038874711,0.8272549558073398,0.7727159556155715,0.7538863165755245,0.7966273285652216,2.989567580742252e-15,8.541158087429278e-28,2.96795945539399e-22,1.0943316684479828e-20,1.785775076755103e-24
55411,923,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5460616705079588,0.6769071289692391,0.7105062224335968,0.7112135351823512,0.7717928523579148,5.672245698975552e-14,4.704012900471615e-23,3.3585624250969854e-26,2.8516977916143557e-26,2.8136784224586377e-33
55412,923,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5991393166477896,0.25850329284166906,0.2800799954753938,0.3001463892413538,0.547888363972343,4.543147289638986e-11,0.009408853112041198,0.004767964259873849,0.002413290168360169,3.64086086541781e-09
55413,923,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.5404818662611641,0.48101557768664105,0.22932186066465585,0.11422329319365492,0.7238518273651542,0.006397377202190776,0.017334324147731953,0.2810711938755459,0.5951070030313131,6.382579656544364e-05
55414,923,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.77392956519815,0.8058043733549383,0.7010826365143478,0.6462492905911297,0.695660538802717,3.710931637416193e-21,4.9804814911014696e-24,4.598503638050116e-16,3.83186315304333e-13,9.560209213984288e-16
55415,923,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.8151386732985771,0.8701601071367603,0.8226597105775605,0.7980548277847959,0.8238515392057062,2.952428926992543e-40,1.1596045465268511e-51,1.4144572803166226e-41,1.8027330878319068e-37,8.624898510168444e-42
55464,924,S3-C1-A1-Q1-O1-T,Birds,General,False,0.24936486677145317,0.27820786777674994,-0.057062894218295586,0.22875081295581318,-0.01659589379731971,0.012350951016738223,0.005068356892013668,0.5728123088584649,0.022068258210355466,0.8698227043937459
55465,924,S3-C1-A1-Q1-O1-T,Birds,General,True,0.445656918376255,0.45984765162373176,0.6071584460934091,0.6272370144041904,0.5198603230030555,0.029067873049653702,0.023767436616974915,0.0016537807257622746,0.001036196456098709,0.009219831572844445
55466,924,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.366255134221877,0.35823084525272736,0.5451729758176391,0.5435624027440242,0.4084184949848713,0.00017853604478579177,0.0002527046955165445,4.500863373991684e-09,5.0995552019655224e-09,2.461275982748501e-05
55467,924,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5128709797291696,0.36280508715752763,0.5351851774631972,0.5637513392239571,0.4963770591186001,1.6119962206278394e-12,1.5568709229921761e-06,1.0995116853095113e-13,2.613781396156833e-15,1.0384697942793468e-11
55468,924,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.4214950143630786,0.21402991323903492,0.36314489379058895,0.31755869491694994,0.352877869381625,1.2582918459675372e-05,0.032497750892719564,0.0002044939278365601,0.0012844902644220365,0.0003170198410442125
55469,924,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.5669740887132192,0.17510669539748247,0.5994729907773386,0.5177865612648221,0.16996047430830039,0.003864435656588335,0.4131282345415338,0.0019619862999227865,0.009553339611135036,0.4272035656058373
55470,924,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5760509878071557,0.8096932196732568,0.7823680336489611,0.7453774955279971,0.8171046499405807,1.042277896267356e-10,8.109827792294472e-26,4.072419312803685e-23,5.031117658940948e-20,1.2600292828546314e-26
55471,924,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5598360841294447,0.6743779545436241,0.694573435593969,0.7245631748085037,0.7250374817718019,9.570261509932477e-15,7.807727342119328e-23,1.1803989744954672e-24,1.1825543645902813e-27,1.0524877542582524e-27
55472,924,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6188797161624382,0.549257376755382,0.5815134843553895,0.574857248850211,0.6312970796906007,6.767506719577357e-12,3.2693572803694026e-09,2.236125684685119e-10,3.983648892861465e-10,1.905149445893104e-12
55473,924,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.852143482064742,0.8443528390837118,0.6010498687664041,0.7996500437445319,0.9081364829396325,1.2628535739082343e-07,2.1383656335642348e-07,0.0018950442810962457,2.7538428920901264e-06,8.813534905176963e-10
55474,924,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8100952877659559,0.8306148431067077,0.760225440426315,0.7730877177293265,0.8071433499627794,1.8623374600004024e-24,1.1642137215265641e-26,4.616982861697231e-20,4.354481209373763e-21,3.673742052512248e-24
55475,924,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.746749240812641,0.858822755372931,0.736923664512805,0.7215445016087134,0.763706590992807,1.696477654862463e-30,6.3225000049745706e-49,2.3754884119092722e-29,1.1760937699094194e-27,1.3238144831677475e-32
55524,925,S3-C1-A1-Q1-O1-T,Birds,General,False,0.36476397216399203,0.192899232168289,0.0381004472624577,0.2430482177206971,0.240863509159516,0.0001905748139697609,0.05450006754596532,0.7066559670239824,0.014826892380480178,0.01577818219352129
55525,925,S3-C1-A1-Q1-O1-T,Birds,General,True,0.24655135252741486,0.23518299226667133,0.20538647306457825,0.5815634034749679,0.4155901128748076,0.24547573649680318,0.26861512226672346,0.33565417036707135,0.0028752014930970705,0.04341601925654308
55526,925,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.32825692830654807,0.28318413318458624,0.4162329805088135,0.4160047365009153,0.31112060845039574,0.0008554730592415913,0.004304720252129775,1.6538377787233307e-05,1.67339044923731e-05,0.0016289544831397272
55527,925,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4732603105628567,0.48549365941857786,0.5720099612848364,0.5536046736809661,0.6476613689501335,1.2020159084734816e-10,3.365188102797302e-11,8.281753640964241e-16,1.0276756172851735e-14,4.100842172878857e-21
55528,925,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5086905937145529,0.2702895963341989,0.351032082737106,0.42566899969376326,0.41110475683882747,6.529854194509061e-08,0.00653348059876481,0.00034248493983526777,1.009705136618366e-05,2.1492618483287764e-05
55529,925,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.31613467424573677,0.1551444297232956,0.5776125929164845,0.784871010056843,0.4420638390905115,0.1323332472082935,0.46914180460371135,0.0031190737463730727,5.5934933495643935e-06,0.03054969140030116
55530,925,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5942206058304474,0.7294594113526236,0.7073048677346854,0.6806537941933746,0.7944440448006936,1.882853449807407e-11,7.469161493546797e-19,2.35804802064829e-17,1.0030175074045416e-15,2.928682227120098e-24
55531,925,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6624620747223972,0.730430464505773,0.7514657401059106,0.757510078918849,0.8361147148687059,7.95468036887261e-22,2.749831717515992e-28,1.057504692421832e-30,1.9282588721991788e-31,1.4156990154256927e-43
55532,925,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5779376989592969,0.4367100444990287,0.2820878521492198,0.3953314677522243,0.5675996837644757,3.0543540595221603e-10,5.561094922442254e-06,0.004463519206522024,4.686588982352493e-05,7.368943941629128e-10
55533,925,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.907383136740935,0.7058278391788687,0.18479685452162517,0.673219746614242,0.8776758409785932,9.607403446455032e-10,0.00011648318354938629,0.387331104946789,0.0003117346583980317,1.7769357696071552e-08
55534,925,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7508845741925197,0.777282678981632,0.7594020636828321,0.7525904747674482,0.734606438424715,2.342050593929076e-19,1.9491873119093056e-21,5.343274858667266e-20,1.7504186185540066e-19,3.365187885461024e-18
55535,925,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7469828057046332,0.8531359441118164,0.7402436084094609,0.7211605916950787,0.7934591839013823,1.5909639325976775e-30,1.21662297947712e-47,9.868679393498202e-30,1.2920784574064016e-27,9.118669847942334e-37
55584,926,S3-C1-A1-Q1-O1-T,Birds,General,False,0.5060278253332077,0.3927008368938808,-0.2087543529968659,0.21855548417281426,-0.11628957193925858,7.842551035040148e-08,5.317142156270509e-05,0.037131011091642706,0.028921161471794,0.24924332486718348
55585,926,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6933158584534731,0.3603461578248954,0.08344255133245959,0.7771952817824377,-0.2503276539973788,0.00017247778161044237,0.08367549929667756,0.6982838103824786,7.912618966419092e-06,0.23808649138942956
55586,926,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.45589916442610257,0.38653647666757895,0.5614292643757595,0.615347911434984,0.4539284360735925,1.8742990426840212e-06,7.117729571396227e-05,1.2287978414527405e-09,9.607528925489268e-12,2.1022228782300763e-06
55587,926,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5528850010902422,0.591696766848671,0.6134981683185796,0.6651634846736939,0.6358729283526205,1.1304906274103665e-14,4.6791409496591985e-17,1.5319781839236848e-18,1.456951457685663e-22,3.4428668009298934e-20
55588,926,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.43542810933292486,0.17984085894326285,0.44570728083548294,0.3731681071528486,0.5736258595339843,5.966272214393074e-06,0.07338543008912773,3.36722207577932e-06,0.0001313809145476735,4.4265240461033706e-10
55589,926,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.32229948470635517,-0.2516990220725431,0.6739786503315208,0.7301069959674575,0.8134225090208009,0.12454566233600052,0.23543962292747245,0.00030509055024197025,5.124065327472623e-05,1.3476540376447094e-06
55590,926,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.6142321537270861,0.7644401838338366,0.6174534395206549,0.6438034564893319,0.7410620900031418,2.5159942465403337e-12,1.5100517299275913e-21,1.7955391610858973e-12,9.774052138296541e-14,1.065951768325701e-19
55591,926,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5811612204394001,0.7279729734366844,0.727518349755038,0.7642739294152412,0.8233200809812454,5.148015190590265e-16,5.089318406213825e-28,5.699006745810101e-28,2.703675903137782e-32,3.3602868436019387e-41
55592,926,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.672696852602427,0.48915626530892026,0.5675607544192937,0.47202234174867935,0.685790234548886,1.7877059589522597e-14,2.415966033605594e-07,7.392999652103855e-10,7.131667264206756e-07,3.4785781741042545e-15
55593,926,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8932253631394936,0.7775633935821588,0.28897177923855,0.5783820589008307,0.8327123046646531,4.292687414315036e-09,7.784487165344048e-06,0.17083658224655576,0.003070250730715976,4.464283804858277e-07
55594,926,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7607143824273058,0.8382450660234432,0.7777575361958967,0.7511118444160386,0.769248890401794,4.232138373290424e-20,1.4784793997052818e-27,1.777711279653428e-21,2.2532440741619083e-19,8.95176441420835e-21
55595,926,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7083626173954904,0.8596898601862497,0.6975361115387327,0.7389590277512667,0.7353275153556794,2.7223805649271307e-26,3.982323443406287e-49,3.162940035203006e-25,1.3885377815861428e-29,3.6067843490351945e-29
55644,927,S3-C1-A1-Q1-O1-T,Birds,General,False,0.4628647696692979,0.2790014844821871,-0.02090519847952703,0.28487313869428493,0.08583810298362851,1.242126965424583e-06,0.004939019063948075,0.8364423619668554,0.004069923147089752,0.39579347621169814
55645,927,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6691449974114553,0.2983905952014303,0.5151979130396696,0.8493330620738865,0.015307238502876429,0.00034960145814302916,0.15669431088589542,0.00998361425073409,1.5322559033758447e-07,0.9434053129164813
55646,927,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.38102281849389585,0.2075070584137589,0.5427992802923894,0.2987701208922541,0.22631513573512238,9.194416153362477e-05,0.03830390810494,5.409175076911653e-09,0.0025325799123985,0.023564285360870282
55647,927,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.43921527075132094,0.49190369110557947,0.49329536542974484,0.5007399666061116,0.5617018887034273,3.2243420164646317e-09,1.6921949911736413e-11,1.454816258169941e-11,6.406053776841877e-12,3.45940056392101e-15
55648,927,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.4340803053931201,0.25190607085564154,0.32906504427969946,0.3476849120074318,0.487495312032923,6.422168313242312e-06,0.011461557009178298,0.0008291083225056636,0.00039352461061301346,2.690234122954728e-07
55649,927,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.16553539809654808,-0.030247489860120467,0.6525072570472397,0.6831619603984522,0.7068098744122449,0.4395112142001413,0.8884205912195966,0.0005487040165452157,0.00023392262203836351,0.00011285474886177629
55650,927,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4237321344386174,0.6586235304744845,0.6858653099562851,0.6761441619750187,0.7945324164356706,6.011224342712604e-06,1.6733223790104597e-14,4.971167102374602e-16,1.820049209142648e-15,2.8709557229762262e-24
55651,927,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.624201629967123,0.7536188596767358,0.7995827212068765,0.7798705409891357,0.8552875581856989,7.036542848367834e-19,5.800251934531269e-31,2.9066756210582884e-37,2.2428234368161736e-34,1.5117471148119866e-47
55652,927,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5790260078913807,0.34357570856084046,0.34137582775752673,0.384671451163984,0.5133298777013365,2.7789170796459423e-10,0.00046572560554592515,0.0005091994714101231,7.765528896438703e-05,4.7278761866931335e-08
55653,927,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7801790188067651,0.6353682430314687,0.4640908209242257,0.5771665712717087,0.795459525610479,6.925750729211743e-06,0.0008496210343301935,0.02234381724002674,0.003147673770627204,3.3861294802662274e-06
55654,927,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8297258626538898,0.8629078423112473,0.8404507538460897,0.872751531966383,0.8680514462685609,1.4707587690057602e-26,8.332447749898313e-31,7.98083550332423e-28,2.7700236019236195e-32,1.455942038448968e-31
55655,927,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7016325598193089,0.8377655777691169,0.7513787202768413,0.7468211319900999,0.8068526822748568,1.2667970414919858e-25,2.001495632545472e-44,4.688369861226115e-31,1.6632883294778995e-30,7.178526176451952e-39
55704,928,S3-C1-A1-Q1-O1-T,Birds,General,False,0.4484989631174202,0.22844014001571042,-0.047904561436043665,0.38044867016756184,0.0045477083567280205,2.873383199905551e-06,0.02225443342630107,0.6360029413274191,9.440359578022844e-05,0.9641825933650696
55705,928,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5603146853146853,0.563300712149108,0.3208041958041958,0.5262237762237763,-0.21503496503496503,0.004403465017636441,0.004154425028489321,0.12640326463282486,0.008256119679127294,0.3129349324411464
55706,928,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.35106894649468695,0.21033085245593805,0.523905847147717,0.4694136791512285,0.40699100820486506,0.0003419584331627654,0.03569175974978532,2.2235463317786376e-08,8.366611905329799e-07,2.6438690310293167e-05
55707,928,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.36599339359090893,0.3235085300476252,0.38215646503280837,0.34787275233073583,0.4394130463611178,1.2397221097958243e-06,2.1232742514872086e-05,3.7600276243438395e-07,4.38135080429364e-06,3.1665632690293418e-09
55708,928,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.42599976026170316,0.2588609024453553,0.43790852374404093,0.42975706107403644,0.5433056974633996,9.921232957174327e-06,0.00930745220295502,5.205872566713812e-06,8.115961958204576e-06,5.201762730884962e-09
55709,928,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.6131578947368422,0.3350831266333564,0.41052631578947374,0.3631578947368421,0.2473684210526316,0.0014428694512626668,0.10946520826980544,0.04630187952317729,0.08111648334154757,0.2438644142747039
55710,928,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5479752589402107,0.7266318183176846,0.698194654088769,0.7090575331014253,0.7442030316340169,1.2042065303670053e-09,1.1823760037000569e-18,8.899052777675165e-17,1.815733161627531e-17,6.180918411977391e-20
55711,928,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6488581195550479,0.7471253677534593,0.6957405644573023,0.7212569809465598,0.7635062375269471,9.924590756586224e-21,3.4838370337163725e-30,9.16682175892229e-25,2.646365612046353e-27,3.390210271152211e-32
